Checkpoint,Global Mean Bias,Per-token Mean Bias,Token Embedding Variability,Mean of RMS,Std of RMS
checkpoint-65000,2.3182051181793213,0.001340018119663,0.09554187953472137,0.09549462795257568,0.008212135173380375
checkpoint-66000,2.277470350265503,0.0013688821345567703,0.09483630210161209,0.0947902649641037,0.008080150932073593
checkpoint-67000,2.2770979404449463,0.0013738670386373997,0.0948336124420166,0.09478772431612015,0.00820491835474968
checkpoint-68000,2.2999584674835205,0.0013652965426445007,0.09516452997922897,0.09511814266443253,0.00830440316349268
checkpoint-69000,2.3150761127471924,0.0013607947621494532,0.09533703327178955,0.0952904000878334,0.008353542536497116
checkpoint-70000,2.289670467376709,0.0013580948580056429,0.09497026354074478,0.0949239507317543,0.007922486402094364
checkpoint-71000,2.3086488246917725,0.0013534610625356436,0.09518975019454956,0.0951431393623352,0.0080182496458292
checkpoint-72000,2.285174608230591,0.00137272325810045,0.09479786455631256,0.09475203603506088,0.008101808838546276
checkpoint-73000,2.3031888008117676,0.0013728352496400476,0.09498356282711029,0.09493757039308548,0.008171718567609787
checkpoint-74000,2.3154540061950684,0.0013723059091717005,0.09507055580615997,0.0950244665145874,0.008214683271944523
checkpoint-75000,2.302725315093994,0.0013775237603113055,0.09470951557159424,0.09466386586427689,0.00826431903988123
checkpoint-76000,2.291144847869873,0.0013961142394691706,0.09453682601451874,0.09449168294668198,0.008177339099347591
checkpoint-77000,2.305544853210449,0.001387767493724823,0.09465550631284714,0.0946100726723671,0.00823331531137228
checkpoint-78000,2.2658979892730713,0.0013943904777988791,0.09381241351366043,0.09376788884401321,0.008214220404624939
checkpoint-79000,2.2851829528808594,0.001396245090290904,0.09417080879211426,0.09412600100040436,0.008304550312459469
checkpoint-80000,2.258685350418091,0.001409374177455902,0.09367164224386215,0.09362754225730896,0.008300377987325191
checkpoint-81000,2.280386447906494,0.0014016447821632028,0.0939655676484108,0.09392104297876358,0.008380120620131493
checkpoint-82000,2.2925639152526855,0.0013909696135669947,0.09403616935014725,0.09399130195379257,0.008404125459492207
checkpoint-83000,2.2672557830810547,0.0013841803884133697,0.0936434268951416,0.09359873831272125,0.008421456441283226
checkpoint-84000,2.2823524475097656,0.0013701743446290493,0.09375812858343124,0.09371302276849747,0.008487739600241184
checkpoint-85000,2.2538769245147705,0.0013752529630437493,0.09324654936790466,0.09320203214883804,0.008544142358005047
checkpoint-86000,2.272399663925171,0.0013613029150292277,0.0934561938047409,0.0934111550450325,0.008608723059296608
checkpoint-87000,2.28393816947937,0.0013471381971612573,0.09352083504199982,0.09347543120384216,0.008615915663540363
checkpoint-88000,2.2921459674835205,0.001331929350271821,0.09352457523345947,0.09347885847091675,0.008613289333879948
checkpoint-89000,2.2462825775146484,0.0013393362751230597,0.09253337234258652,0.09248858690261841,0.008250461891293526
checkpoint-90000,2.265956163406372,0.0013262750580906868,0.09281556308269501,0.0927702933549881,0.008355144411325455
checkpoint-91000,2.2391858100891113,0.0013418638845905662,0.09237390756607056,0.09232934564352036,0.008327389135956764
checkpoint-92000,2.263984441757202,0.0013264506123960018,0.09279575198888779,0.09275054186582565,0.008440587669610977
checkpoint-93000,2.287325859069824,0.0013124913675710559,0.09320829063653946,0.0931624323129654,0.00851607508957386
checkpoint-94000,2.315650701522827,0.001297459239140153,0.09379595518112183,0.09374929964542389,0.008595976047217846
checkpoint-95000,2.3473024368286133,0.001280520693399012,0.09451145678758621,0.09446386992931366,0.008685627020895481
checkpoint-96000,2.376948118209839,0.0012670542346313596,0.09521644562482834,0.09516803920269012,0.008756794966757298
checkpoint-97000,2.400834798812866,0.0012581166811287403,0.09581472724676132,0.09576564282178879,0.008805451914668083
checkpoint-98000,2.416192054748535,0.001253346330486238,0.09621869772672653,0.09616919606924057,0.008834721520543098
checkpoint-99000,2.423236846923828,0.0012516697170212865,0.0964130237698555,0.09636334329843521,0.008849352598190308
checkpoint-100000,2.4244542121887207,0.00125146156642586,0.09644784033298492,0.09639810770750046,0.008851883001625538
