"train/global_step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - train/loss","MIN","MAX"
"61141","61140","61140","61140","3.0247","3.0247","3.0247"
"61152","61151","61151","61151","3.0512","3.0512","3.0512"
"61156","61155","61155","61155","3.0137","3.0137","3.0137"
"61157","61156","61156","61156","3.0164","3.0164","3.0164"
"61165","61164","61164","61164","3.0309","3.0309","3.0309"
"61181","61180","61180","61180","3.0668","3.0668","3.0668"
"61194","61193","61193","61193","3.0306","3.0306","3.0306"
"61222","61221","61221","61221","3.0089","3.0089","3.0089"
"61240","61239","61239","61239","3.0705","3.0705","3.0705"
"61275","61274","61274","61274","3.0594","3.0594","3.0594"
"61280","61279","61279","61279","3.0152","3.0152","3.0152"
"61287","61286","61286","61286","3.0463","3.0463","3.0463"
"61335","61334","61334","61334","3.0116","3.0116","3.0116"
"61347","61346","61346","61346","3.0266","3.0266","3.0266"
"61360","61359","61359","61359","3.0409","3.0409","3.0409"
"61363","61362","61362","61362","3.0295","3.0295","3.0295"
"61370","61369","61369","61369","3.0118","3.0118","3.0118"
"61371","61370","61370","61370","3.0136","3.0136","3.0136"
"61400","61399","61399","61399","3.0588","3.0588","3.0588"
"61406","61405","61405","61405","3.0199","3.0199","3.0199"
"61407","61406","61406","61406","3.0313","3.0313","3.0313"
"61415","61414","61414","61414","3.0457","3.0457","3.0457"
"61426","61425","61425","61425","3.0412","3.0412","3.0412"
"61437","61436","61436","61436","3.0382","3.0382","3.0382"
"61453","61452","61452","61452","3.0134","3.0134","3.0134"
"61463","61462","61462","61462","3.0092","3.0092","3.0092"
"61477","61476","61476","61476","3.0064","3.0064","3.0064"
"61480","61479","61479","61479","3.0242","3.0242","3.0242"
"61482","61481","61481","61481","3.0459","3.0459","3.0459"
"61489","61488","61488","61488","3.0468","3.0468","3.0468"
"61508","61507","61507","61507","3.0408","3.0408","3.0408"
"61519","61518","61518","61518","3.0301","3.0301","3.0301"
"61520","61519","61519","61519","2.9873","2.9873","2.9873"
"61524","61523","61523","61523","3.032","3.032","3.032"
"61528","61527","61527","61527","3.0489","3.0489","3.0489"
"61539","61538","61538","61538","3.0213","3.0213","3.0213"
"61546","61545","61545","61545","2.9896","2.9896","2.9896"
"61552","61551","61551","61551","3.0382","3.0382","3.0382"
"61558","61557","61557","61557","3.0355","3.0355","3.0355"
"61562","61561","61561","61561","3.0276","3.0276","3.0276"
"61563","61562","61562","61562","3.0095","3.0095","3.0095"
"61569","61568","61568","61568","3.0299","3.0299","3.0299"
"61572","61571","61571","61571","3.0344","3.0344","3.0344"
"61582","61581","61581","61581","3.0192","3.0192","3.0192"
"61586","61585","61585","61585","3.0256","3.0256","3.0256"
"61592","61591","61591","61591","3.0324","3.0324","3.0324"
"61596","61595","61595","61595","3.0089","3.0089","3.0089"
"61607","61606","61606","61606","3.0251","3.0251","3.0251"
"61622","61621","61621","61621","3.031","3.031","3.031"
"61626","61625","61625","61625","3.0419","3.0419","3.0419"
"61635","61634","61634","61634","3.0201","3.0201","3.0201"
"61641","61640","61640","61640","3.0138","3.0138","3.0138"
"61644","61643","61643","61643","3.0032","3.0032","3.0032"
"61649","61648","61648","61648","3.0348","3.0348","3.0348"
"61654","61653","61653","61653","3.0129","3.0129","3.0129"
"61660","61659","61659","61659","3.0257","3.0257","3.0257"
"61672","61671","61671","61671","3.0567","3.0567","3.0567"
"61687","61686","61686","61686","3.0348","3.0348","3.0348"
"61712","61711","61711","61711","3.0269","3.0269","3.0269"
"61720","61719","61719","61719","3.0053","3.0053","3.0053"
"61725","61724","61724","61724","3.0361","3.0361","3.0361"
"61729","61728","61728","61728","3.0165","3.0165","3.0165"
"61731","61730","61730","61730","3.0237","3.0237","3.0237"
"61733","61732","61732","61732","3.0163","3.0163","3.0163"
"61736","61735","61735","61735","3.0403","3.0403","3.0403"
"61742","61741","61741","61741","3.066","3.066","3.066"
"61745","61744","61744","61744","3.0246","3.0246","3.0246"
"61749","61748","61748","61748","3.0245","3.0245","3.0245"
"61761","61760","61760","61760","3.0278","3.0278","3.0278"
"61770","61769","61769","61769","3.033","3.033","3.033"
"61784","61783","61783","61783","3.0266","3.0266","3.0266"
"61800","61799","61799","61799","3.0126","3.0126","3.0126"
"61805","61804","61804","61804","3.0214","3.0214","3.0214"
"61813","61812","61812","61812","3.0227","3.0227","3.0227"
"61829","61828","61828","61828","3.0189","3.0189","3.0189"
"61830","61829","61829","61829","3.0063","3.0063","3.0063"
"61833","61832","61832","61832","3.0599","3.0599","3.0599"
"61840","61839","61839","61839","3.0181","3.0181","3.0181"
"61847","61846","61846","61846","3.0053","3.0053","3.0053"
"61852","61851","61851","61851","3.0358","3.0358","3.0358"
"61866","61865","61865","61865","3.03","3.03","3.03"
"61877","61876","61876","61876","3.0281","3.0281","3.0281"
"61886","61885","61885","61885","3","3","3"
"61890","61889","61889","61889","3.0228","3.0228","3.0228"
"61896","61895","61895","61895","3.0149","3.0149","3.0149"
"61898","61897","61897","61897","3.0242","3.0242","3.0242"
"61904","61903","61903","61903","3.0321","3.0321","3.0321"
"61906","61905","61905","61905","3.0298","3.0298","3.0298"
"61933","61932","61932","61932","2.9985","2.9985","2.9985"
"61939","61938","61938","61938","3.0294","3.0294","3.0294"
"61940","61939","61939","61939","3.0385","3.0385","3.0385"
"61959","61958","61958","61958","3.0473","3.0473","3.0473"
"61968","61967","61967","61967","3.0249","3.0249","3.0249"
"61984","61983","61983","61983","3.0101","3.0101","3.0101"
"62006","62005","62005","62005","3.0376","3.0376","3.0376"
"62012","62011","62011","62011","3.0155","3.0155","3.0155"
"62016","62015","62015","62015","3.0476","3.0476","3.0476"
"62017","62016","62016","62016","3.0329","3.0329","3.0329"
"62018","62017","62017","62017","3.0508","3.0508","3.0508"
"62049","62048","62048","62048","3.0405","3.0405","3.0405"
"62056","62055","62055","62055","3.0365","3.0365","3.0365"
"62075","62074","62074","62074","3.0574","3.0574","3.0574"
"62101","62100","62100","62100","3.0216","3.0216","3.0216"
"62114","62113","62113","62113","3.0167","3.0167","3.0167"
"62138","62137","62137","62137","3.0079","3.0079","3.0079"
"62154","62153","62153","62153","3.0381","3.0381","3.0381"
"62161","62160","62160","62160","3.0257","3.0257","3.0257"
"62166","62165","62165","62165","3.011","3.011","3.011"
"62168","62167","62167","62167","3.0094","3.0094","3.0094"
"62186","62185","62185","62185","3.0348","3.0348","3.0348"
"62187","62186","62186","62186","3.0273","3.0273","3.0273"
"62203","62202","62202","62202","3.0487","3.0487","3.0487"
"62215","62214","62214","62214","3.0471","3.0471","3.0471"
"62221","62220","62220","62220","3.0375","3.0375","3.0375"
"62227","62226","62226","62226","3.0062","3.0062","3.0062"
"62267","62266","62266","62266","3.0022","3.0022","3.0022"
"62275","62274","62274","62274","3.0241","3.0241","3.0241"
"62288","62287","62287","62287","3.0111","3.0111","3.0111"
"62289","62288","62288","62288","3.037","3.037","3.037"
"62294","62293","62293","62293","2.9851","2.9851","2.9851"
"62296","62295","62295","62295","3.0327","3.0327","3.0327"
"62300","62299","62299","62299","3.0286","3.0286","3.0286"
"62319","62318","62318","62318","3.0478","3.0478","3.0478"
"62323","62322","62322","62322","3.0185","3.0185","3.0185"
"62326","62325","62325","62325","3.0294","3.0294","3.0294"
"62354","62353","62353","62353","3.0447","3.0447","3.0447"
"62356","62355","62355","62355","3.0065","3.0065","3.0065"
"62382","62381","62381","62381","3.0215","3.0215","3.0215"
"62383","62382","62382","62382","3.0431","3.0431","3.0431"
"62401","62400","62400","62400","3.0055","3.0055","3.0055"
"62429","62428","62428","62428","3.0152","3.0152","3.0152"
"62463","62462","62462","62462","3.0534","3.0534","3.0534"
"62465","62464","62464","62464","3.0321","3.0321","3.0321"
"62467","62466","62466","62466","3.0314","3.0314","3.0314"
"62475","62474","62474","62474","3.0502","3.0502","3.0502"
"62476","62475","62475","62475","3.0195","3.0195","3.0195"
"62489","62488","62488","62488","3.0368","3.0368","3.0368"
"62492","62491","62491","62491","3.0268","3.0268","3.0268"
"62509","62508","62508","62508","3.0399","3.0399","3.0399"
"62513","62512","62512","62512","3.011","3.011","3.011"
"62524","62523","62523","62523","3.0211","3.0211","3.0211"
"62528","62527","62527","62527","3.0496","3.0496","3.0496"
"62538","62537","62537","62537","3.0331","3.0331","3.0331"
"62551","62550","62550","62550","3.0065","3.0065","3.0065"
"62553","62552","62552","62552","3.0419","3.0419","3.0419"
"62554","62553","62553","62553","3.0201","3.0201","3.0201"
"62557","62556","62556","62556","3.0184","3.0184","3.0184"
"62571","62570","62570","62570","3.0335","3.0335","3.0335"
"62574","62573","62573","62573","2.9969","2.9969","2.9969"
"62577","62576","62576","62576","3.023","3.023","3.023"
"62596","62595","62595","62595","3.0347","3.0347","3.0347"
"62623","62622","62622","62622","3.0005","3.0005","3.0005"
"62639","62638","62638","62638","3.0202","3.0202","3.0202"
"62642","62641","62641","62641","3.0108","3.0108","3.0108"
"62650","62649","62649","62649","3.0073","3.0073","3.0073"
"62652","62651","62651","62651","3.0423","3.0423","3.0423"
"62689","62688","62688","62688","3.0289","3.0289","3.0289"
"62692","62691","62691","62691","3.0131","3.0131","3.0131"
"62697","62696","62696","62696","3.0199","3.0199","3.0199"
"62715","62714","62714","62714","3.0114","3.0114","3.0114"
"62727","62726","62726","62726","3.045","3.045","3.045"
"62732","62731","62731","62731","3.0334","3.0334","3.0334"
"62738","62737","62737","62737","3.0229","3.0229","3.0229"
"62763","62762","62762","62762","3.0074","3.0074","3.0074"
"62785","62784","62784","62784","3.0227","3.0227","3.0227"
"62787","62786","62786","62786","3.019","3.019","3.019"
"62793","62792","62792","62792","3.0064","3.0064","3.0064"
"62804","62803","62803","62803","3.0164","3.0164","3.0164"
"62819","62818","62818","62818","2.9905","2.9905","2.9905"
"62824","62823","62823","62823","3.0474","3.0474","3.0474"
"62825","62824","62824","62824","3.0384","3.0384","3.0384"
"62841","62840","62840","62840","3.0298","3.0298","3.0298"
"62853","62852","62852","62852","3.0181","3.0181","3.0181"
"62861","62860","62860","62860","3.0421","3.0421","3.0421"
"62878","62877","62877","62877","3.0115","3.0115","3.0115"
"62890","62889","62889","62889","3.0399","3.0399","3.0399"
"62894","62893","62893","62893","3.0358","3.0358","3.0358"
"62913","62912","62912","62912","3.0083","3.0083","3.0083"
"62925","62924","62924","62924","3.0172","3.0172","3.0172"
"62930","62929","62929","62929","3.0149","3.0149","3.0149"
"62934","62933","62933","62933","3.0262","3.0262","3.0262"
"62946","62945","62945","62945","3.0238","3.0238","3.0238"
"62952","62951","62951","62951","3.038","3.038","3.038"
"62960","62959","62959","62959","3.0537","3.0537","3.0537"
"62981","62980","62980","62980","3.0415","3.0415","3.0415"
"62993","62992","62992","62992","3.0442","3.0442","3.0442"
"63000","62999","62999","62999","3.0078","3.0078","3.0078"
"63002","63001","63001","63001","3.0219","3.0219","3.0219"
"63006","63005","63005","63005","3.0423","3.0423","3.0423"
"63018","63017","63017","63017","3.0292","3.0292","3.0292"
"63038","63037","63037","63037","3.0437","3.0437","3.0437"
"63047","63046","63046","63046","3.0293","3.0293","3.0293"
"63055","63054","63054","63054","3.0187","3.0187","3.0187"
"63079","63078","63078","63078","3.0026","3.0026","3.0026"
"63084","63083","63083","63083","3.0434","3.0434","3.0434"
"63094","63093","63093","63093","3.0258","3.0258","3.0258"
"63114","63113","63113","63113","3.0181","3.0181","3.0181"
"63134","63133","63133","63133","2.9985","2.9985","2.9985"
"63140","63139","63139","63139","2.9907","2.9907","2.9907"
"63156","63155","63155","63155","3.0174","3.0174","3.0174"
"63161","63160","63160","63160","3.0307","3.0307","3.0307"
"63181","63180","63180","63180","3.0181","3.0181","3.0181"
"63185","63184","63184","63184","3.0128","3.0128","3.0128"
"63191","63190","63190","63190","3.0309","3.0309","3.0309"
"63199","63198","63198","63198","3.0127","3.0127","3.0127"
"63203","63202","63202","63202","3.0194","3.0194","3.0194"
"63214","63213","63213","63213","3.016","3.016","3.016"
"63217","63216","63216","63216","3.0172","3.0172","3.0172"
"63246","63245","63245","63245","2.9969","2.9969","2.9969"
"63251","63250","63250","63250","3.005","3.005","3.005"
"63270","63269","63269","63269","3.0135","3.0135","3.0135"
"63279","63278","63278","63278","3.0331","3.0331","3.0331"
"63282","63281","63281","63281","3.0111","3.0111","3.0111"
"63292","63291","63291","63291","3.0387","3.0387","3.0387"
"63293","63292","63292","63292","3.0381","3.0381","3.0381"
"63295","63294","63294","63294","3.028","3.028","3.028"
"63310","63309","63309","63309","3.0283","3.0283","3.0283"
"63314","63313","63313","63313","3.0166","3.0166","3.0166"
"63339","63338","63338","63338","3.0203","3.0203","3.0203"
"63349","63348","63348","63348","3.0168","3.0168","3.0168"
"63371","63370","63370","63370","3.0172","3.0172","3.0172"
"63377","63376","63376","63376","2.9951","2.9951","2.9951"
"63382","63381","63381","63381","3.0519","3.0519","3.0519"
"63423","63422","63422","63422","3.0436","3.0436","3.0436"
"63437","63436","63436","63436","3.0056","3.0056","3.0056"
"63439","63438","63438","63438","3.0115","3.0115","3.0115"
"63446","63445","63445","63445","3.0268","3.0268","3.0268"
"63447","63446","63446","63446","3.0309","3.0309","3.0309"
"63475","63474","63474","63474","3.026","3.026","3.026"
"63479","63478","63478","63478","3.0393","3.0393","3.0393"
"63480","63479","63479","63479","3.0114","3.0114","3.0114"
"63490","63489","63489","63489","3.012","3.012","3.012"
"63493","63492","63492","63492","3.0278","3.0278","3.0278"
"63503","63502","63502","63502","3.0413","3.0413","3.0413"
"63508","63507","63507","63507","3.0465","3.0465","3.0465"
"63516","63515","63515","63515","3.0227","3.0227","3.0227"
"63517","63516","63516","63516","3.0346","3.0346","3.0346"
"63529","63528","63528","63528","3.0068","3.0068","3.0068"
"63532","63531","63531","63531","3.0462","3.0462","3.0462"
"63533","63532","63532","63532","3.0525","3.0525","3.0525"
"63536","63535","63535","63535","3.0587","3.0587","3.0587"
"63542","63541","63541","63541","3.0368","3.0368","3.0368"
"63555","63554","63554","63554","3.0103","3.0103","3.0103"
"63558","63557","63557","63557","3.0018","3.0018","3.0018"
"63583","63582","63582","63582","3.0325","3.0325","3.0325"
"63588","63587","63587","63587","3.0322","3.0322","3.0322"
"63598","63597","63597","63597","3.0103","3.0103","3.0103"
"63599","63598","63598","63598","3.0398","3.0398","3.0398"
"63603","63602","63602","63602","3.0231","3.0231","3.0231"
"63608","63607","63607","63607","3.0623","3.0623","3.0623"
"63612","63611","63611","63611","2.9986","2.9986","2.9986"
"63635","63634","63634","63634","3.0157","3.0157","3.0157"
"63656","63655","63655","63655","3.0071","3.0071","3.0071"
"63657","63656","63656","63656","3.0296","3.0296","3.0296"
"63682","63681","63681","63681","2.9727","2.9727","2.9727"
"63694","63693","63693","63693","3.0303","3.0303","3.0303"
"63697","63696","63696","63696","3.0078","3.0078","3.0078"
"63708","63707","63707","63707","3.0017","3.0017","3.0017"
"63710","63709","63709","63709","3.0239","3.0239","3.0239"
"63712","63711","63711","63711","3.007","3.007","3.007"
"63728","63727","63727","63727","3.024","3.024","3.024"
"63733","63732","63732","63732","3.0362","3.0362","3.0362"
"63745","63744","63744","63744","3.0345","3.0345","3.0345"
"63749","63748","63748","63748","3.0243","3.0243","3.0243"
"63762","63761","63761","63761","3.0145","3.0145","3.0145"
"63765","63764","63764","63764","3.0377","3.0377","3.0377"
"63773","63772","63772","63772","3.0206","3.0206","3.0206"
"63780","63779","63779","63779","3.0477","3.0477","3.0477"
"63803","63802","63802","63802","3.0144","3.0144","3.0144"
"63813","63812","63812","63812","3.0389","3.0389","3.0389"
"63815","63814","63814","63814","3.0168","3.0168","3.0168"
"63846","63845","63845","63845","3.0095","3.0095","3.0095"
"63850","63849","63849","63849","3.0272","3.0272","3.0272"
"63855","63854","63854","63854","2.9996","2.9996","2.9996"
"63868","63867","63867","63867","3.0342","3.0342","3.0342"
"63877","63876","63876","63876","3.0379","3.0379","3.0379"
"63882","63881","63881","63881","3.0206","3.0206","3.0206"
"63887","63886","63886","63886","3.0173","3.0173","3.0173"
"63898","63897","63897","63897","3.0282","3.0282","3.0282"
"63901","63900","63900","63900","3.0018","3.0018","3.0018"
"63904","63903","63903","63903","3.0193","3.0193","3.0193"
"63905","63904","63904","63904","3.002","3.002","3.002"
"63917","63916","63916","63916","3.0094","3.0094","3.0094"
"63939","63938","63938","63938","3.0229","3.0229","3.0229"
"63943","63942","63942","63942","3.034","3.034","3.034"
"63948","63947","63947","63947","2.9998","2.9998","2.9998"
"63954","63953","63953","63953","3.0151","3.0151","3.0151"
"63968","63967","63967","63967","3.023","3.023","3.023"
"63975","63974","63974","63974","3.0061","3.0061","3.0061"
"63999","63998","63998","63998","3.0129","3.0129","3.0129"
"64005","64004","64004","64004","3.0278","3.0278","3.0278"
"64009","64008","64008","64008","3.0229","3.0229","3.0229"
"64020","64019","64019","64019","3.0208","3.0208","3.0208"
"64024","64023","64023","64023","3.0337","3.0337","3.0337"
"64043","64042","64042","64042","3.0076","3.0076","3.0076"
"64054","64053","64053","64053","3.0512","3.0512","3.0512"
"64059","64058","64058","64058","3.0235","3.0235","3.0235"
"64064","64063","64063","64063","3.0138","3.0138","3.0138"
"64065","64064","64064","64064","3.0281","3.0281","3.0281"
"64066","64065","64065","64065","3.0141","3.0141","3.0141"
"64078","64077","64077","64077","3.0188","3.0188","3.0188"
"64088","64087","64087","64087","2.9969","2.9969","2.9969"
"64106","64105","64105","64105","3.0239","3.0239","3.0239"
"64110","64109","64109","64109","3.0017","3.0017","3.0017"
"64124","64123","64123","64123","3.0278","3.0278","3.0278"
"64127","64126","64126","64126","3.0286","3.0286","3.0286"
"64135","64134","64134","64134","3.0107","3.0107","3.0107"
"64146","64145","64145","64145","3.031","3.031","3.031"
"64153","64152","64152","64152","3.0133","3.0133","3.0133"
"64154","64153","64153","64153","3.0074","3.0074","3.0074"
"64163","64162","64162","64162","2.9967","2.9967","2.9967"
"64169","64168","64168","64168","3.0143","3.0143","3.0143"
"64174","64173","64173","64173","3.0064","3.0064","3.0064"
"64179","64178","64178","64178","3.0143","3.0143","3.0143"
"64194","64193","64193","64193","3.0327","3.0327","3.0327"
"64212","64211","64211","64211","3.0385","3.0385","3.0385"
"64222","64221","64221","64221","3.0175","3.0175","3.0175"
"64228","64227","64227","64227","3.0341","3.0341","3.0341"
"64231","64230","64230","64230","3.0223","3.0223","3.0223"
"64239","64238","64238","64238","3.0237","3.0237","3.0237"
"64255","64254","64254","64254","3.0345","3.0345","3.0345"
"64273","64272","64272","64272","3.0285","3.0285","3.0285"
"64277","64276","64276","64276","3.0492","3.0492","3.0492"
"64285","64284","64284","64284","3.0206","3.0206","3.0206"
"64298","64297","64297","64297","3.0242","3.0242","3.0242"
"64301","64300","64300","64300","3.024","3.024","3.024"
"64303","64302","64302","64302","3.0078","3.0078","3.0078"
"64304","64303","64303","64303","3.0285","3.0285","3.0285"
"64306","64305","64305","64305","3.0269","3.0269","3.0269"
"64311","64310","64310","64310","3.0358","3.0358","3.0358"
"64312","64311","64311","64311","3.0212","3.0212","3.0212"
"64315","64314","64314","64314","3.0597","3.0597","3.0597"
"64337","64336","64336","64336","2.9992","2.9992","2.9992"
"64359","64358","64358","64358","3.024","3.024","3.024"
"64371","64370","64370","64370","2.9999","2.9999","2.9999"
"64392","64391","64391","64391","3.0116","3.0116","3.0116"
"64393","64392","64392","64392","3.0144","3.0144","3.0144"
"64401","64400","64400","64400","3.0262","3.0262","3.0262"
"64410","64409","64409","64409","3.0253","3.0253","3.0253"
"64412","64411","64411","64411","3.0015","3.0015","3.0015"
"64436","64435","64435","64435","3.0194","3.0194","3.0194"
"64443","64442","64442","64442","2.9994","2.9994","2.9994"
"64455","64454","64454","64454","3.0218","3.0218","3.0218"
"64475","64474","64474","64474","3.006","3.006","3.006"
"64478","64477","64477","64477","3.0391","3.0391","3.0391"
"64490","64489","64489","64489","3.0441","3.0441","3.0441"
"64493","64492","64492","64492","3.012","3.012","3.012"
"64501","64500","64500","64500","2.9921","2.9921","2.9921"
"64514","64513","64513","64513","3.0188","3.0188","3.0188"
"64522","64521","64521","64521","3.006","3.006","3.006"
"64537","64536","64536","64536","3.0028","3.0028","3.0028"
"64547","64546","64546","64546","3.0065","3.0065","3.0065"
"64548","64547","64547","64547","3.0215","3.0215","3.0215"
"64554","64553","64553","64553","3.0185","3.0185","3.0185"
"64569","64568","64568","64568","3.0164","3.0164","3.0164"
"64584","64583","64583","64583","3.0061","3.0061","3.0061"
"64589","64588","64588","64588","3.0342","3.0342","3.0342"
"64600","64599","64599","64599","3.0178","3.0178","3.0178"
"64605","64604","64604","64604","3.0567","3.0567","3.0567"
"64619","64618","64618","64618","3.0118","3.0118","3.0118"
"64621","64620","64620","64620","3.0274","3.0274","3.0274"
"64624","64623","64623","64623","3.0326","3.0326","3.0326"
"64633","64632","64632","64632","3.0381","3.0381","3.0381"
"64634","64633","64633","64633","3.0145","3.0145","3.0145"
"64637","64636","64636","64636","3.0154","3.0154","3.0154"
"64646","64645","64645","64645","3.0167","3.0167","3.0167"
"64650","64649","64649","64649","3.0155","3.0155","3.0155"
"64652","64651","64651","64651","3.036","3.036","3.036"
"64666","64665","64665","64665","2.9926","2.9926","2.9926"
"64735","64734","64734","64734","3.0169","3.0169","3.0169"
"64775","64774","64774","64774","3.0278","3.0278","3.0278"
"64779","64778","64778","64778","3.0107","3.0107","3.0107"
"64794","64793","64793","64793","3.0097","3.0097","3.0097"
"64809","64808","64808","64808","2.9919","2.9919","2.9919"
"64838","64837","64837","64837","2.9752","2.9752","2.9752"
"64841","64840","64840","64840","3.028","3.028","3.028"
"64853","64852","64852","64852","3.0525","3.0525","3.0525"
"64861","64860","64860","64860","3.0325","3.0325","3.0325"
"64872","64871","64871","64871","3.0299","3.0299","3.0299"
"64873","64872","64872","64872","3.015","3.015","3.015"
"64874","64873","64873","64873","3.0282","3.0282","3.0282"
"64895","64894","64894","64894","3.0349","3.0349","3.0349"
"64915","64914","64914","64914","3.0401","3.0401","3.0401"
"64916","64915","64915","64915","3.0298","3.0298","3.0298"
"64925","64924","64924","64924","2.9887","2.9887","2.9887"
"64930","64929","64929","64929","3.0244","3.0244","3.0244"
"64946","64945","64945","64945","3.0158","3.0158","3.0158"
"64949","64948","64948","64948","2.9989","2.9989","2.9989"
"64953","64952","64952","64952","3.0229","3.0229","3.0229"
"64970","64969","64969","64969","3.0175","3.0175","3.0175"
"64974","64973","64973","64973","3.0038","3.0038","3.0038"
"64995","64994","64994","64994","2.9991","2.9991","2.9991"
"65008","65007","65007","65007","3.0201","3.0201","3.0201"
"65026","65025","65025","65025","3.0177","3.0177","3.0177"
"65032","65031","65031","65031","3.0269","3.0269","3.0269"
"65033","65032","65032","65032","3.0064","3.0064","3.0064"
"65041","65040","65040","65040","3.004","3.004","3.004"
"65045","65044","65044","65044","3.0348","3.0348","3.0348"
"65047","65046","65046","65046","3.0166","3.0166","3.0166"
"65052","65051","65051","65051","3.0316","3.0316","3.0316"
"65059","65058","65058","65058","3.0274","3.0274","3.0274"
"65066","65065","65065","65065","2.9918","2.9918","2.9918"
"65068","65067","65067","65067","3.0292","3.0292","3.0292"
"65074","65073","65073","65073","3.0254","3.0254","3.0254"
"65076","65075","65075","65075","3.0123","3.0123","3.0123"
"65081","65080","65080","65080","3.0232","3.0232","3.0232"
"65088","65087","65087","65087","3.0031","3.0031","3.0031"
"65098","65097","65097","65097","3.0038","3.0038","3.0038"
"65109","65108","65108","65108","3.0102","3.0102","3.0102"
"65120","65119","65119","65119","2.9959","2.9959","2.9959"
"65126","65125","65125","65125","3.0226","3.0226","3.0226"
"65128","65127","65127","65127","3.0328","3.0328","3.0328"
"65129","65128","65128","65128","3.0142","3.0142","3.0142"
"65130","65129","65129","65129","3.0234","3.0234","3.0234"
"65135","65134","65134","65134","3.0078","3.0078","3.0078"
"65137","65136","65136","65136","3.0194","3.0194","3.0194"
"65151","65150","65150","65150","3.0074","3.0074","3.0074"
"65154","65153","65153","65153","3.0209","3.0209","3.0209"
"65169","65168","65168","65168","2.9926","2.9926","2.9926"
"65171","65170","65170","65170","3.0196","3.0196","3.0196"
"65193","65192","65192","65192","3.0163","3.0163","3.0163"
"65202","65201","65201","65201","3.0156","3.0156","3.0156"
"65217","65216","65216","65216","3.0267","3.0267","3.0267"
"65242","65241","65241","65241","3.0436","3.0436","3.0436"
"65263","65262","65262","65262","2.9995","2.9995","2.9995"
"65269","65268","65268","65268","3.0092","3.0092","3.0092"
"65281","65280","65280","65280","3.0038","3.0038","3.0038"
"65286","65285","65285","65285","3.0251","3.0251","3.0251"
"65306","65305","65305","65305","2.9997","2.9997","2.9997"
"65315","65314","65314","65314","3.0138","3.0138","3.0138"
"65337","65336","65336","65336","3.0038","3.0038","3.0038"
"65378","65377","65377","65377","3.0055","3.0055","3.0055"
"65390","65389","65389","65389","3.0479","3.0479","3.0479"
"65392","65391","65391","65391","3.0072","3.0072","3.0072"
"65400","65399","65399","65399","3.0495","3.0495","3.0495"
"65403","65402","65402","65402","2.9954","2.9954","2.9954"
"65414","65413","65413","65413","2.9993","2.9993","2.9993"
"65418","65417","65417","65417","3.0041","3.0041","3.0041"
"65430","65429","65429","65429","3.03","3.03","3.03"
"65437","65436","65436","65436","3.0305","3.0305","3.0305"
"65440","65439","65439","65439","2.9968","2.9968","2.9968"
"65446","65445","65445","65445","3.0309","3.0309","3.0309"
"65459","65458","65458","65458","3.0018","3.0018","3.0018"
"65478","65477","65477","65477","3.0115","3.0115","3.0115"
"65480","65479","65479","65479","3.0036","3.0036","3.0036"
"65487","65486","65486","65486","3.0368","3.0368","3.0368"
"65489","65488","65488","65488","3.0147","3.0147","3.0147"
"65494","65493","65493","65493","3.0478","3.0478","3.0478"
"65502","65501","65501","65501","3.0206","3.0206","3.0206"
"65507","65506","65506","65506","3.035","3.035","3.035"
"65509","65508","65508","65508","3.0203","3.0203","3.0203"
"65513","65512","65512","65512","2.9887","2.9887","2.9887"
"65529","65528","65528","65528","3.0184","3.0184","3.0184"
"65530","65529","65529","65529","3.0085","3.0085","3.0085"
"65532","65531","65531","65531","3.0228","3.0228","3.0228"
"65535","65534","65534","65534","3.0061","3.0061","3.0061"
"65539","65538","65538","65538","2.9684","2.9684","2.9684"
"65548","65547","65547","65547","3.0166","3.0166","3.0166"
"65553","65552","65552","65552","2.9899","2.9899","2.9899"
"65560","65559","65559","65559","3.0227","3.0227","3.0227"
"65566","65565","65565","65565","3.0271","3.0271","3.0271"
"65579","65578","65578","65578","3.0339","3.0339","3.0339"
"65586","65585","65585","65585","3.0248","3.0248","3.0248"
"65595","65594","65594","65594","3.0119","3.0119","3.0119"
"65607","65606","65606","65606","3.0194","3.0194","3.0194"
"65630","65629","65629","65629","3.0297","3.0297","3.0297"
"65631","65630","65630","65630","3.0097","3.0097","3.0097"
"65633","65632","65632","65632","3.0209","3.0209","3.0209"
"65650","65649","65649","65649","2.9843","2.9843","2.9843"
"65654","65653","65653","65653","2.9878","2.9878","2.9878"
"65659","65658","65658","65658","3.0061","3.0061","3.0061"
"65690","65689","65689","65689","3.0221","3.0221","3.0221"
"65696","65695","65695","65695","3.0129","3.0129","3.0129"
"65713","65712","65712","65712","3.0216","3.0216","3.0216"
"65719","65718","65718","65718","2.9983","2.9983","2.9983"
"65726","65725","65725","65725","3.0123","3.0123","3.0123"
"65735","65734","65734","65734","3.003","3.003","3.003"
"65748","65747","65747","65747","3.0147","3.0147","3.0147"
"65767","65766","65766","65766","2.9859","2.9859","2.9859"
"65785","65784","65784","65784","3.0145","3.0145","3.0145"
