"train/global_step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - train/loss","MIN","MAX"
"4779","4778","4778","4778","3.3696","3.3696","3.3696"
"4791","4790","4790","4790","3.368","3.368","3.368"
"4796","4795","4795","4795","3.3292","3.3292","3.3292"
"4798","4797","4797","4797","3.3315","3.3315","3.3315"
"4802","4801","4801","4801","3.329","3.329","3.329"
"4810","4809","4809","4809","3.363","3.363","3.363"
"4814","4813","4813","4813","3.3039","3.3039","3.3039"
"4842","4841","4841","4841","3.3624","3.3624","3.3624"
"4849","4848","4848","4848","3.3554","3.3554","3.3554"
"4859","4858","4858","4858","3.3809","3.3809","3.3809"
"4879","4878","4878","4878","3.3557","3.3557","3.3557"
"4885","4884","4884","4884","3.3684","3.3684","3.3684"
"4902","4901","4901","4901","3.3696","3.3696","3.3696"
"4908","4907","4907","4907","3.3455","3.3455","3.3455"
"4924","4923","4923","4923","3.3772","3.3772","3.3772"
"4939","4938","4938","4938","3.3443","3.3443","3.3443"
"4942","4941","4941","4941","3.3377","3.3377","3.3377"
"4944","4943","4943","4943","3.361","3.361","3.361"
"4953","4952","4952","4952","3.3303","3.3303","3.3303"
"4959","4958","4958","4958","3.3404","3.3404","3.3404"
"4960","4959","4959","4959","3.3179","3.3179","3.3179"
"4963","4962","4962","4962","3.3672","3.3672","3.3672"
"4966","4965","4965","4965","3.3156","3.3156","3.3156"
"4970","4969","4969","4969","3.3417","3.3417","3.3417"
"4971","4970","4970","4970","3.3617","3.3617","3.3617"
"4972","4971","4971","4971","3.3342","3.3342","3.3342"
"4992","4991","4991","4991","3.3052","3.3052","3.3052"
"4993","4992","4992","4992","3.3312","3.3312","3.3312"
"4998","4997","4997","4997","3.3671","3.3671","3.3671"
"5010","5009","5009","5009","3.3508","3.3508","3.3508"
"5032","5031","5031","5031","3.337","3.337","3.337"
"5034","5033","5033","5033","3.3217","3.3217","3.3217"
"5061","5060","5060","5060","3.3317","3.3317","3.3317"
"5068","5067","5067","5067","3.3422","3.3422","3.3422"
"5086","5085","5085","5085","3.3022","3.3022","3.3022"
"5091","5090","5090","5090","3.3178","3.3178","3.3178"
"5110","5109","5109","5109","3.3348","3.3348","3.3348"
"5122","5121","5121","5121","3.2992","3.2992","3.2992"
"5139","5138","5138","5138","3.3235","3.3235","3.3235"
"5140","5139","5139","5139","3.3244","3.3244","3.3244"
"5149","5148","5148","5148","3.3149","3.3149","3.3149"
"5151","5150","5150","5150","3.3242","3.3242","3.3242"
"5155","5154","5154","5154","3.3521","3.3521","3.3521"
"5158","5157","5157","5157","3.3422","3.3422","3.3422"
"5161","5160","5160","5160","3.3024","3.3024","3.3024"
"5173","5172","5172","5172","3.3472","3.3472","3.3472"
"5177","5176","5176","5176","3.302","3.302","3.302"
"5183","5182","5182","5182","3.3022","3.3022","3.3022"
"5192","5191","5191","5191","3.3369","3.3369","3.3369"
"5224","5223","5223","5223","3.3163","3.3163","3.3163"
"5228","5227","5227","5227","3.3378","3.3378","3.3378"
"5247","5246","5246","5246","3.3175","3.3175","3.3175"
"5250","5249","5249","5249","3.3319","3.3319","3.3319"
"5276","5275","5275","5275","3.3098","3.3098","3.3098"
"5296","5295","5295","5295","3.3066","3.3066","3.3066"
"5313","5312","5312","5312","3.2952","3.2952","3.2952"
"5318","5317","5317","5317","3.3163","3.3163","3.3163"
"5336","5335","5335","5335","3.3482","3.3482","3.3482"
"5339","5338","5338","5338","3.3095","3.3095","3.3095"
"5369","5368","5368","5368","3.3109","3.3109","3.3109"
"5375","5374","5374","5374","3.3004","3.3004","3.3004"
"5386","5385","5385","5385","3.3266","3.3266","3.3266"
"5387","5386","5386","5386","3.3119","3.3119","3.3119"
"5404","5403","5403","5403","3.3126","3.3126","3.3126"
"5410","5409","5409","5409","3.3154","3.3154","3.3154"
"5412","5411","5411","5411","3.3079","3.3079","3.3079"
"5415","5414","5414","5414","3.3231","3.3231","3.3231"
"5429","5428","5428","5428","3.3157","3.3157","3.3157"
"5430","5429","5429","5429","3.3417","3.3417","3.3417"
"5432","5431","5431","5431","3.3093","3.3093","3.3093"
"5441","5440","5440","5440","3.3229","3.3229","3.3229"
"5448","5447","5447","5447","3.3225","3.3225","3.3225"
"5453","5452","5452","5452","3.2902","3.2902","3.2902"
"5462","5461","5461","5461","3.3278","3.3278","3.3278"
"5464","5463","5463","5463","3.3321","3.3321","3.3321"
"5466","5465","5465","5465","3.3374","3.3374","3.3374"
"5467","5466","5466","5466","3.3222","3.3222","3.3222"
"5474","5473","5473","5473","3.3015","3.3015","3.3015"
"5477","5476","5476","5476","3.3053","3.3053","3.3053"
"5481","5480","5480","5480","3.31","3.31","3.31"
"5483","5482","5482","5482","3.3044","3.3044","3.3044"
"5488","5487","5487","5487","3.3138","3.3138","3.3138"
"5492","5491","5491","5491","3.3263","3.3263","3.3263"
"5515","5514","5514","5514","3.2906","3.2906","3.2906"
"5519","5518","5518","5518","3.3403","3.3403","3.3403"
"5527","5526","5526","5526","3.2724","3.2724","3.2724"
"5533","5532","5532","5532","3.3349","3.3349","3.3349"
"5540","5539","5539","5539","3.3553","3.3553","3.3553"
"5541","5540","5540","5540","3.3313","3.3313","3.3313"
"5548","5547","5547","5547","3.2766","3.2766","3.2766"
"5552","5551","5551","5551","3.3007","3.3007","3.3007"
"5561","5560","5560","5560","3.3134","3.3134","3.3134"
"5562","5561","5561","5561","3.3302","3.3302","3.3302"
"5572","5571","5571","5571","3.2994","3.2994","3.2994"
"5574","5573","5573","5573","3.3127","3.3127","3.3127"
"5576","5575","5575","5575","3.2828","3.2828","3.2828"
"5578","5577","5577","5577","3.3049","3.3049","3.3049"
"5590","5589","5589","5589","3.3016","3.3016","3.3016"
"5592","5591","5591","5591","3.307","3.307","3.307"
"5600","5599","5599","5599","3.2651","3.2651","3.2651"
"5604","5603","5603","5603","3.3295","3.3295","3.3295"
"5621","5620","5620","5620","3.5526","3.5526","3.5526"
"5624","5623","5623","5623","3.9442","3.9442","3.9442"
"5628","5627","5627","5627","13.8354","13.8354","13.8354"
"5634","5633","5633","5633","8.5038","8.5038","8.5038"
"5639","5638","5638","5638","7.9202","7.9202","7.9202"
"5641","5640","5640","5640","7.7749","7.7749","7.7749"
"5663","5662","5662","5662","7.202","7.202","7.202"
"5664","5663","5663","5663","7.1856","7.1856","7.1856"
"5676","5675","5675","5675","7.143","7.143","7.143"
"5678","5677","5677","5677","7.1351","7.1351","7.1351"
"5682","5681","5681","5681","7.0462","7.0462","7.0462"
"5690","5689","5689","5689","6.9866","6.9866","6.9866"
"5694","5693","5693","5693","6.9502","6.9502","6.9502"
"5696","5695","5695","5695","6.9234","6.9234","6.9234"
"5702","5701","5701","5701","6.87","6.87","6.87"
"5707","5706","5706","5706","6.8187","6.8187","6.8187"
"5723","5722","5722","5722","6.6774","6.6774","6.6774"
"5732","5731","5731","5731","6.5769","6.5769","6.5769"
"5744","5743","5743","5743","6.5148","6.5148","6.5148"
"5751","5750","5750","5750","6.5029","6.5029","6.5029"
"5757","5756","5756","5756","6.4446","6.4446","6.4446"
"5777","5776","5776","5776","6.3269","6.3269","6.3269"
"5785","5784","5784","5784","6.2688","6.2688","6.2688"
"5797","5796","5796","5796","6.3101","6.3101","6.3101"
"5810","5809","5809","5809","6.1909","6.1909","6.1909"
"5819","5818","5818","5818","6.1028","6.1028","6.1028"
"5824","5823","5823","5823","6.0693","6.0693","6.0693"
"5838","5837","5837","5837","6.0243","6.0243","6.0243"
"5844","5843","5843","5843","5.9791","5.9791","5.9791"
"5849","5848","5848","5848","5.9268","5.9268","5.9268"
"5858","5857","5857","5857","5.898","5.898","5.898"
"5859","5858","5858","5858","5.9066","5.9066","5.9066"
"5874","5873","5873","5873","5.7577","5.7577","5.7577"
"5889","5888","5888","5888","5.7694","5.7694","5.7694"
"5891","5890","5890","5890","5.7255","5.7255","5.7255"
"5893","5892","5892","5892","5.698","5.698","5.698"
"5916","5915","5915","5915","5.5558","5.5558","5.5558"
"5926","5925","5925","5925","5.5378","5.5378","5.5378"
"5934","5933","5933","5933","5.4814","5.4814","5.4814"
"5955","5954","5954","5954","5.3403","5.3403","5.3403"
"5973","5972","5972","5972","5.2639","5.2639","5.2639"
"5980","5979","5979","5979","5.2305","5.2305","5.2305"
"5988","5987","5987","5987","5.1905","5.1905","5.1905"
"6005","6004","6004","6004","5.0798","5.0798","5.0798"
"6024","6023","6023","6023","4.9265","4.9265","4.9265"
"6025","6024","6024","6024","4.9292","4.9292","4.9292"
"6031","6030","6030","6030","4.9576","4.9576","4.9576"
"6058","6057","6057","6057","4.8364","4.8364","4.8364"
"6069","6068","6068","6068","4.5771","4.5771","4.5771"
"6086","6085","6085","6085","4.5538","4.5538","4.5538"
"6103","6102","6102","6102","4.3633","4.3633","4.3633"
"6109","6108","6108","6108","4.3048","4.3048","4.3048"
"6110","6109","6109","6109","4.3358","4.3358","4.3358"
"6126","6125","6125","6125","4.1774","4.1774","4.1774"
"6131","6130","6130","6130","4.2933","4.2933","4.2933"
"6133","6132","6132","6132","4.3283","4.3283","4.3283"
"6149","6148","6148","6148","4.1763","4.1763","4.1763"
"6178","6177","6177","6177","4.073","4.073","4.073"
"6198","6197","6197","6197","3.994","3.994","3.994"
"6200","6199","6199","6199","3.9751","3.9751","3.9751"
"6212","6211","6211","6211","3.9195","3.9195","3.9195"
"6216","6215","6215","6215","3.9473","3.9473","3.9473"
"6219","6218","6218","6218","3.9174","3.9174","3.9174"
"6234","6233","6233","6233","3.8435","3.8435","3.8435"
"6249","6248","6248","6248","3.8515","3.8515","3.8515"
"6274","6273","6273","6273","3.8269","3.8269","3.8269"
"6286","6285","6285","6285","3.766","3.766","3.766"
"6316","6315","6315","6315","3.6515","3.6515","3.6515"
"6339","6338","6338","6338","3.6519","3.6519","3.6519"
"6343","6342","6342","6342","3.67","3.67","3.67"
"6348","6347","6347","6347","3.6334","3.6334","3.6334"
"6365","6364","6364","6364","3.6071","3.6071","3.6071"
"6368","6367","6367","6367","3.6409","3.6409","3.6409"
"6371","6370","6370","6370","3.6261","3.6261","3.6261"
"6380","6379","6379","6379","3.5927","3.5927","3.5927"
"6384","6383","6383","6383","3.6064","3.6064","3.6064"
"6392","6391","6391","6391","3.5794","3.5794","3.5794"
"6401","6400","6400","6400","3.6029","3.6029","3.6029"
"6407","6406","6406","6406","3.6065","3.6065","3.6065"
"6415","6414","6414","6414","3.5728","3.5728","3.5728"
"6422","6421","6421","6421","3.5782","3.5782","3.5782"
"6427","6426","6426","6426","3.5428","3.5428","3.5428"
"6459","6458","6458","6458","3.5497","3.5497","3.5497"
"6466","6465","6465","6465","3.5211","3.5211","3.5211"
"6478","6477","6477","6477","3.4848","3.4848","3.4848"
"6485","6484","6484","6484","3.5403","3.5403","3.5403"
"6526","6525","6525","6525","3.4859","3.4859","3.4859"
"6534","6533","6533","6533","3.4898","3.4898","3.4898"
"6547","6546","6546","6546","3.4652","3.4652","3.4652"
"6553","6552","6552","6552","3.4595","3.4595","3.4595"
"6556","6555","6555","6555","3.4792","3.4792","3.4792"
"6563","6562","6562","6562","3.4598","3.4598","3.4598"
"6588","6587","6587","6587","3.4831","3.4831","3.4831"
"6600","6599","6599","6599","3.4649","3.4649","3.4649"
"6602","6601","6601","6601","3.4404","3.4404","3.4404"
"6605","6604","6604","6604","3.452","3.452","3.452"
"6608","6607","6607","6607","3.4276","3.4276","3.4276"
"6622","6621","6621","6621","10.9006","10.9006","10.9006"
"6625","6624","6624","6624","8.0757","8.0757","8.0757"
"6633","6632","6632","6632","7.2599","7.2599","7.2599"
"6636","6635","6635","6635","7.1057","7.1057","7.1057"
"6639","6638","6638","6638","6.9647","6.9647","6.9647"
"6645","6644","6644","6644","6.7692","6.7692","6.7692"
"6648","6647","6647","6647","6.6802","6.6802","6.6802"
"6652","6651","6651","6651","6.5895","6.5895","6.5895"
"6653","6652","6652","6652","6.5408","6.5408","6.5408"
"6660","6659","6659","6659","6.4258","6.4258","6.4258"
"6662","6661","6661","6661","6.3899","6.3899","6.3899"
"6663","6662","6662","6662","6.4056","6.4056","6.4056"
"6675","6674","6674","6674","6.2121","6.2121","6.2121"
"6691","6690","6690","6690","6.0194","6.0194","6.0194"
"6694","6693","6693","6693","5.9108","5.9108","5.9108"
"6710","6709","6709","6709","5.4718","5.4718","5.4718"
"6737","6736","6736","6736","5.714","5.714","5.714"
"6739","6738","6738","6738","5.7292","5.7292","5.7292"
"6744","6743","6743","6743","5.568","5.568","5.568"
"6756","6755","6755","6755","5.1462","5.1462","5.1462"
"6759","6758","6758","6758","5.076","5.076","5.076"
"6760","6759","6759","6759","5.0283","5.0283","5.0283"
"6762","6761","6761","6761","4.972","4.972","4.972"
"6768","6767","6767","6767","4.7582","4.7582","4.7582"
"6785","6784","6784","6784","5.3402","5.3402","5.3402"
"6789","6788","6788","6788","5.183","5.183","5.183"
"6802","6801","6801","6801","4.7805","4.7805","4.7805"
"6803","6802","6802","6802","4.762","4.762","4.762"
"6828","6827","6827","6827","4.3548","4.3548","4.3548"
"6829","6828","6828","6828","4.3445","4.3445","4.3445"
"6831","6830","6830","6830","4.3409","4.3409","4.3409"
"6838","6837","6837","6837","4.2344","4.2344","4.2344"
"6847","6846","6846","6846","4.1578","4.1578","4.1578"
"6853","6852","6852","6852","4.0917","4.0917","4.0917"
"6858","6857","6857","6857","4.0549","4.0549","4.0549"
"6875","6874","6874","6874","4.294","4.294","4.294"
"6890","6889","6889","6889","4.0426","4.0426","4.0426"
"6904","6903","6903","6903","3.9919","3.9919","3.9919"
"6906","6905","6905","6905","3.9551","3.9551","3.9551"
"6907","6906","6906","6906","3.9628","3.9628","3.9628"
"6949","6948","6948","6948","3.8069","3.8069","3.8069"
"6950","6949","6949","6949","3.7905","3.7905","3.7905"
"6966","6965","6965","6965","4.0878","4.0878","4.0878"
"6983","6982","6982","6982","3.8348","3.8348","3.8348"
"6986","6985","6985","6985","3.8439","3.8439","3.8439"
"6987","6986","6986","6986","3.8364","3.8364","3.8364"
"6994","6993","6993","6993","3.7795","3.7795","3.7795"
"7004","7003","7003","7003","3.7337","3.7337","3.7337"
"7014","7013","7013","7013","3.7233","3.7233","3.7233"
"7024","7023","7023","7023","3.6914","3.6914","3.6914"
"7043","7042","7042","7042","3.6873","3.6873","3.6873"
"7056","7055","7055","7055","3.6414","3.6414","3.6414"
"7060","7059","7059","7059","3.6453","3.6453","3.6453"
"7075","7074","7074","7074","3.657","3.657","3.657"
"7104","7103","7103","7103","3.6078","3.6078","3.6078"
"7117","7116","7116","7116","3.605","3.605","3.605"
"7120","7119","7119","7119","3.584","3.584","3.584"
"7150","7149","7149","7149","3.5649","3.5649","3.5649"
"7152","7151","7151","7151","3.5789","3.5789","3.5789"
"7158","7157","7157","7157","3.5599","3.5599","3.5599"
"7164","7163","7163","7163","3.5363","3.5363","3.5363"
"7172","7171","7171","7171","3.5575","3.5575","3.5575"
"7174","7173","7173","7173","3.5334","3.5334","3.5334"
"7189","7188","7188","7188","3.5586","3.5586","3.5586"
"7198","7197","7197","7197","3.5139","3.5139","3.5139"
"7199","7198","7198","7198","3.5232","3.5232","3.5232"
"7200","7199","7199","7199","3.5565","3.5565","3.5565"
"7201","7200","7200","7200","3.5226","3.5226","3.5226"
"7230","7229","7229","7229","3.4948","3.4948","3.4948"
"7237","7236","7236","7236","3.5107","3.5107","3.5107"
"7261","7260","7260","7260","3.5133","3.5133","3.5133"
"7269","7268","7268","7268","3.5029","3.5029","3.5029"
"7278","7277","7277","7277","3.5102","3.5102","3.5102"
"7298","7297","7297","7297","3.4633","3.4633","3.4633"
"7312","7311","7311","7311","3.5005","3.5005","3.5005"
"7322","7321","7321","7321","3.4983","3.4983","3.4983"
"7324","7323","7323","7323","3.4816","3.4816","3.4816"
"7329","7328","7328","7328","3.4787","3.4787","3.4787"
"7337","7336","7336","7336","3.4835","3.4835","3.4835"
"7365","7364","7364","7364","3.4482","3.4482","3.4482"
"7371","7370","7370","7370","3.4975","3.4975","3.4975"
"7380","7379","7379","7379","3.4385","3.4385","3.4385"
"7383","7382","7382","7382","3.4745","3.4745","3.4745"
"7385","7384","7384","7384","3.4613","3.4613","3.4613"
"7416","7415","7415","7415","3.4386","3.4386","3.4386"
"7429","7428","7428","7428","3.4605","3.4605","3.4605"
"7458","7457","7457","7457","3.453","3.453","3.453"
"7460","7459","7459","7459","3.4478","3.4478","3.4478"
"7480","7479","7479","7479","3.4391","3.4391","3.4391"
"7493","7492","7492","7492","3.4539","3.4539","3.4539"
"7519","7518","7518","7518","3.4274","3.4274","3.4274"
"7556","7555","7555","7555","3.4443","3.4443","3.4443"
"7563","7562","7562","7562","3.4282","3.4282","3.4282"
"7592","7591","7591","7591","3.4346","3.4346","3.4346"
"7598","7597","7597","7597","3.4359","3.4359","3.4359"
"7603","7602","7602","7602","3.4203","3.4203","3.4203"
"7612","7611","7611","7611","3.412","3.412","3.412"
"7614","7613","7613","7613","3.3958","3.3958","3.3958"
"7649","7648","7648","7648","3.4086","3.4086","3.4086"
"7655","7654","7654","7654","3.4213","3.4213","3.4213"
"7668","7667","7667","7667","3.4046","3.4046","3.4046"
"7676","7675","7675","7675","3.3966","3.3966","3.3966"
"7685","7684","7684","7684","3.3991","3.3991","3.3991"
"7687","7686","7686","7686","3.412","3.412","3.412"
"7708","7707","7707","7707","3.4405","3.4405","3.4405"
"7712","7711","7711","7711","3.4105","3.4105","3.4105"
"7713","7712","7712","7712","3.3866","3.3866","3.3866"
"7715","7714","7714","7714","3.4246","3.4246","3.4246"
"7720","7719","7719","7719","3.4403","3.4403","3.4403"
"7745","7744","7744","7744","4.3708","4.3708","4.3708"
"7746","7745","7745","7745","4.3309","4.3309","4.3309"
"7749","7748","7748","7748","4.2499","4.2499","4.2499"
"7760","7759","7759","7759","3.9597","3.9597","3.9597"
"7801","7800","7800","7800","3.8204","3.8204","3.8204"
"7826","7825","7825","7825","3.7434","3.7434","3.7434"
"7827","7826","7826","7826","3.7515","3.7515","3.7515"
"7831","7830","7830","7830","3.7074","3.7074","3.7074"
"7845","7844","7844","7844","3.649","3.649","3.649"
"7861","7860","7860","7860","3.6024","3.6024","3.6024"
"7866","7865","7865","7865","3.5708","3.5708","3.5708"
"7875","7874","7874","7874","3.5779","3.5779","3.5779"
"7886","7885","7885","7885","3.5589","3.5589","3.5589"
"7891","7890","7890","7890","3.5242","3.5242","3.5242"
"7895","7894","7894","7894","3.5176","3.5176","3.5176"
"7899","7898","7898","7898","3.5143","3.5143","3.5143"
"7926","7925","7925","7925","3.521","3.521","3.521"
"7935","7934","7934","7934","3.4958","3.4958","3.4958"
"7942","7941","7941","7941","3.473","3.473","3.473"
"7947","7946","7946","7946","3.5043","3.5043","3.5043"
"7958","7957","7957","7957","3.4803","3.4803","3.4803"
"8005","8004","8004","8004","3.4741","3.4741","3.4741"
"8011","8010","8010","8010","3.4542","3.4542","3.4542"
"8021","8020","8020","8020","3.4129","3.4129","3.4129"
"8055","8054","8054","8054","3.407","3.407","3.407"
"8057","8056","8056","8056","3.4362","3.4362","3.4362"
"8070","8069","8069","8069","3.4217","3.4217","3.4217"
"8072","8071","8071","8071","3.4171","3.4171","3.4171"
"8075","8074","8074","8074","3.4533","3.4533","3.4533"
"8084","8083","8083","8083","3.4242","3.4242","3.4242"
"8085","8084","8084","8084","3.4567","3.4567","3.4567"
"8100","8099","8099","8099","3.4355","3.4355","3.4355"
"8101","8100","8100","8100","3.4545","3.4545","3.4545"
"8139","8138","8138","8138","3.4158","3.4158","3.4158"
"8141","8140","8140","8140","3.4295","3.4295","3.4295"
"8147","8146","8146","8146","3.4355","3.4355","3.4355"
"8161","8160","8160","8160","3.4171","3.4171","3.4171"
"8168","8167","8167","8167","3.3833","3.3833","3.3833"
"8211","8210","8210","8210","3.4037","3.4037","3.4037"
"8234","8233","8233","8233","3.4017","3.4017","3.4017"
"8248","8247","8247","8247","3.3866","3.3866","3.3866"
"8267","8266","8266","8266","3.3952","3.3952","3.3952"
"8268","8267","8267","8267","3.3803","3.3803","3.3803"
"8282","8281","8281","8281","3.386","3.386","3.386"
"8291","8290","8290","8290","3.3823","3.3823","3.3823"
"8292","8291","8291","8291","3.3857","3.3857","3.3857"
"8311","8310","8310","8310","3.3818","3.3818","3.3818"
"8321","8320","8320","8320","3.3931","3.3931","3.3931"
"8328","8327","8327","8327","3.3795","3.3795","3.3795"
"8341","8340","8340","8340","3.4081","3.4081","3.4081"
"8355","8354","8354","8354","3.3576","3.3576","3.3576"
"8357","8356","8356","8356","3.3954","3.3954","3.3954"
"8360","8359","8359","8359","3.3631","3.3631","3.3631"
"8364","8363","8363","8363","3.3758","3.3758","3.3758"
"8375","8374","8374","8374","3.3699","3.3699","3.3699"
"8378","8377","8377","8377","3.3853","3.3853","3.3853"
"8380","8379","8379","8379","3.3722","3.3722","3.3722"
"8385","8384","8384","8384","3.3576","3.3576","3.3576"
"8396","8395","8395","8395","3.3941","3.3941","3.3941"
"8398","8397","8397","8397","3.3825","3.3825","3.3825"
"8402","8401","8401","8401","3.3553","3.3553","3.3553"
"8403","8402","8402","8402","3.3673","3.3673","3.3673"
"8406","8405","8405","8405","3.3459","3.3459","3.3459"
"8408","8407","8407","8407","3.3462","3.3462","3.3462"
"8411","8410","8410","8410","3.408","3.408","3.408"
"8413","8412","8412","8412","3.3484","3.3484","3.3484"
"8417","8416","8416","8416","3.3834","3.3834","3.3834"
"8420","8419","8419","8419","3.3576","3.3576","3.3576"
"8421","8420","8420","8420","3.3484","3.3484","3.3484"
