"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - train/loss","MIN","MAX"
"55779","55778","55778","55778","3.3358","3.3358","3.3358"
"55796","55795","55795","55795","3.2882","3.2882","3.2882"
"55798","55797","55797","55797","3.3035","3.3035","3.3035"
"55800","55799","55799","55799","3.2744","3.2744","3.2744"
"55801","55800","55800","55800","3.2823","3.2823","3.2823"
"55816","55815","55815","55815","3.2991","3.2991","3.2991"
"55834","55833","55833","55833","3.2642","3.2642","3.2642"
"55843","55842","55842","55842","3.2996","3.2996","3.2996"
"55850","55849","55849","55849","3.2621","3.2621","3.2621"
"55867","55866","55866","55866","3.2581","3.2581","3.2581"
"55870","55869","55869","55869","3.2342","3.2342","3.2342"
"55871","55870","55870","55870","3.235","3.235","3.235"
"55873","55872","55872","55872","3.2679","3.2679","3.2679"
"55895","55894","55894","55894","3.2147","3.2147","3.2147"
"55905","55904","55904","55904","3.2339","3.2339","3.2339"
"55906","55905","55905","55905","3.2257","3.2257","3.2257"
"55911","55910","55910","55910","3.1991","3.1991","3.1991"
"55919","55918","55918","55918","3.2062","3.2062","3.2062"
"55934","55933","55933","55933","3.1984","3.1984","3.1984"
"55949","55948","55948","55948","3.179","3.179","3.179"
"55960","55959","55959","55959","3.1968","3.1968","3.1968"
"55964","55963","55963","55963","3.2003","3.2003","3.2003"
"55979","55978","55978","55978","3.1857","3.1857","3.1857"
"55988","55987","55987","55987","3.17","3.17","3.17"
"55996","55995","55995","55995","3.1797","3.1797","3.1797"
"56003","56002","56002","56002","3.1728","3.1728","3.1728"
"56030","56029","56029","56029","3.175","3.175","3.175"
"56036","56035","56035","56035","3.1805","3.1805","3.1805"
"56051","56050","56050","56050","3.1639","3.1639","3.1639"
"56062","56061","56061","56061","3.1566","3.1566","3.1566"
"56075","56074","56074","56074","3.1757","3.1757","3.1757"
"56077","56076","56076","56076","3.1233","3.1233","3.1233"
"56101","56100","56100","56100","3.1735","3.1735","3.1735"
"56102","56101","56101","56101","3.1558","3.1558","3.1558"
"56107","56106","56106","56106","3.1478","3.1478","3.1478"
"56116","56115","56115","56115","3.1305","3.1305","3.1305"
"56120","56119","56119","56119","3.1418","3.1418","3.1418"
"56124","56123","56123","56123","3.136","3.136","3.136"
"56129","56128","56128","56128","3.1278","3.1278","3.1278"
"56139","56138","56138","56138","3.1488","3.1488","3.1488"
"56142","56141","56141","56141","3.1606","3.1606","3.1606"
"56150","56149","56149","56149","3.1465","3.1465","3.1465"
"56167","56166","56166","56166","3.1387","3.1387","3.1387"
"56171","56170","56170","56170","3.132","3.132","3.132"
"56172","56171","56171","56171","3.1579","3.1579","3.1579"
"56180","56179","56179","56179","3.1502","3.1502","3.1502"
"56186","56185","56185","56185","3.1154","3.1154","3.1154"
"56194","56193","56193","56193","3.1251","3.1251","3.1251"
"56198","56197","56197","56197","3.1434","3.1434","3.1434"
"56206","56205","56205","56205","3.4405","3.4405","3.4405"
"56233","56232","56232","56232","3.9057","3.9057","3.9057"
"56234","56233","56233","56233","3.8373","3.8373","3.8373"
"56243","56242","56242","56242","3.5976","3.5976","3.5976"
"56244","56243","56243","56243","3.5558","3.5558","3.5558"
"56245","56244","56244","56244","3.5623","3.5623","3.5623"
"56249","56248","56248","56248","3.5112","3.5112","3.5112"
"56252","56251","56251","56251","3.6359","3.6359","3.6359"
"56268","56267","56267","56267","3.4473","3.4473","3.4473"
"56271","56270","56270","56270","3.4059","3.4059","3.4059"
"56287","56286","56286","56286","3.3281","3.3281","3.3281"
"56293","56292","56292","56292","3.3116","3.3116","3.3116"
"56301","56300","56300","56300","3.2846","3.2846","3.2846"
"56322","56321","56321","56321","3.2224","3.2224","3.2224"
"56325","56324","56324","56324","3.235","3.235","3.235"
"56326","56325","56325","56325","3.2537","3.2537","3.2537"
"56328","56327","56327","56327","3.2241","3.2241","3.2241"
"56330","56329","56329","56329","3.2212","3.2212","3.2212"
"56350","56349","56349","56349","3.1546","3.1546","3.1546"
"56351","56350","56350","56350","3.2218","3.2218","3.2218"
"56363","56362","56362","56362","3.2057","3.2057","3.2057"
"56373","56372","56372","56372","3.2099","3.2099","3.2099"
"56374","56373","56373","56373","3.1831","3.1831","3.1831"
"56385","56384","56384","56384","3.2088","3.2088","3.2088"
"56388","56387","56387","56387","3.1701","3.1701","3.1701"
"56408","56407","56407","56407","3.1727","3.1727","3.1727"
"56414","56413","56413","56413","3.177","3.177","3.177"
"56456","56455","56455","56455","3.1261","3.1261","3.1261"
"56471","56470","56470","56470","3.1587","3.1587","3.1587"
"56476","56475","56475","56475","3.1522","3.1522","3.1522"
"56478","56477","56477","56477","3.1795","3.1795","3.1795"
"56495","56494","56494","56494","3.1763","3.1763","3.1763"
"56505","56504","56504","56504","3.1602","3.1602","3.1602"
"56507","56506","56506","56506","3.158","3.158","3.158"
"56513","56512","56512","56512","3.1247","3.1247","3.1247"
"56516","56515","56515","56515","3.1282","3.1282","3.1282"
"56519","56518","56518","56518","3.1437","3.1437","3.1437"
"56540","56539","56539","56539","3.1475","3.1475","3.1475"
"56553","56552","56552","56552","3.1266","3.1266","3.1266"
"56559","56558","56558","56558","3.1288","3.1288","3.1288"
"56560","56559","56559","56559","3.1395","3.1395","3.1395"
"56570","56569","56569","56569","3.1457","3.1457","3.1457"
"56616","56615","56615","56615","3.1126","3.1126","3.1126"
"56624","56623","56623","56623","3.1269","3.1269","3.1269"
"56639","56638","56638","56638","3.1351","3.1351","3.1351"
"56641","56640","56640","56640","3.1416","3.1416","3.1416"
"56652","56651","56651","56651","3.1417","3.1417","3.1417"
"56657","56656","56656","56656","3.1103","3.1103","3.1103"
"56668","56667","56667","56667","3.1147","3.1147","3.1147"
"56669","56668","56668","56668","3.1632","3.1632","3.1632"
"56685","56684","56684","56684","3.1503","3.1503","3.1503"
"56694","56693","56693","56693","3.1402","3.1402","3.1402"
"56695","56694","56694","56694","3.1187","3.1187","3.1187"
"56711","56710","56710","56710","3.1217","3.1217","3.1217"
"56725","56724","56724","56724","3.1296","3.1296","3.1296"
"56744","56743","56743","56743","3.1383","3.1383","3.1383"
"56751","56750","56750","56750","3.0986","3.0986","3.0986"
"56755","56754","56754","56754","3.128","3.128","3.128"
"56763","56762","56762","56762","3.1023","3.1023","3.1023"
"56764","56763","56763","56763","3.1365","3.1365","3.1365"
"56774","56773","56773","56773","3.1214","3.1214","3.1214"
"56777","56776","56776","56776","3.1107","3.1107","3.1107"
"56780","56779","56779","56779","3.1287","3.1287","3.1287"
"56783","56782","56782","56782","3.1135","3.1135","3.1135"
"56794","56793","56793","56793","3.1334","3.1334","3.1334"
"56798","56797","56797","56797","3.1132","3.1132","3.1132"
"56800","56799","56799","56799","3.0961","3.0961","3.0961"
"56822","56821","56821","56821","3.1194","3.1194","3.1194"
"56823","56822","56822","56822","3.089","3.089","3.089"
"56825","56824","56824","56824","3.1074","3.1074","3.1074"
"56838","56837","56837","56837","3.1291","3.1291","3.1291"
"56855","56854","56854","56854","3.1166","3.1166","3.1166"
"56857","56856","56856","56856","3.1183","3.1183","3.1183"
"56891","56890","56890","56890","3.0716","3.0716","3.0716"
"56893","56892","56892","56892","3.1227","3.1227","3.1227"
"56928","56927","56927","56927","3.1001","3.1001","3.1001"
"56929","56928","56928","56928","3.115","3.115","3.115"
"56935","56934","56934","56934","3.0821","3.0821","3.0821"
"56936","56935","56935","56935","3.1237","3.1237","3.1237"
"56940","56939","56939","56939","3.118","3.118","3.118"
"56945","56944","56944","56944","3.1209","3.1209","3.1209"
"57024","57023","57023","57023","3.1087","3.1087","3.1087"
"57028","57027","57027","57027","3.1024","3.1024","3.1024"
"57033","57032","57032","57032","3.1097","3.1097","3.1097"
"57037","57036","57036","57036","3.09","3.09","3.09"
"57051","57050","57050","57050","3.1192","3.1192","3.1192"
"57054","57053","57053","57053","3.0962","3.0962","3.0962"
"57056","57055","57055","57055","3.1093","3.1093","3.1093"
"57073","57072","57072","57072","3.0877","3.0877","3.0877"
"57081","57080","57080","57080","3.0871","3.0871","3.0871"
"57085","57084","57084","57084","3.0649","3.0649","3.0649"
"57105","57104","57104","57104","3.0987","3.0987","3.0987"
"57118","57117","57117","57117","3.1004","3.1004","3.1004"
"57139","57138","57138","57138","3.1056","3.1056","3.1056"
"57141","57140","57140","57140","3.0881","3.0881","3.0881"
"57151","57150","57150","57150","3.1078","3.1078","3.1078"
"57156","57155","57155","57155","3.1061","3.1061","3.1061"
"57173","57172","57172","57172","3.1176","3.1176","3.1176"
"57177","57176","57176","57176","3.0986","3.0986","3.0986"
"57187","57186","57186","57186","3.101","3.101","3.101"
"57198","57197","57197","57197","3.0786","3.0786","3.0786"
"57204","57203","57203","57203","3.087","3.087","3.087"
"57211","57210","57210","57210","3.0746","3.0746","3.0746"
"57216","57215","57215","57215","3.0871","3.0871","3.0871"
"57224","57223","57223","57223","3.0745","3.0745","3.0745"
"57237","57236","57236","57236","3.1036","3.1036","3.1036"
"57247","57246","57246","57246","3.0797","3.0797","3.0797"
"57254","57253","57253","57253","3.0773","3.0773","3.0773"
"57255","57254","57254","57254","3.0813","3.0813","3.0813"
"57264","57263","57263","57263","3.0955","3.0955","3.0955"
"57284","57283","57283","57283","3.0867","3.0867","3.0867"
"57286","57285","57285","57285","3.091","3.091","3.091"
"57293","57292","57292","57292","3.109","3.109","3.109"
"57297","57296","57296","57296","3.1057","3.1057","3.1057"
"57308","57307","57307","57307","3.1179","3.1179","3.1179"
"57320","57319","57319","57319","3.0822","3.0822","3.0822"
"57326","57325","57325","57325","3.0875","3.0875","3.0875"
"57336","57335","57335","57335","3.0865","3.0865","3.0865"
"57349","57348","57348","57348","3.0661","3.0661","3.0661"
"57362","57361","57361","57361","3.1047","3.1047","3.1047"
"57363","57362","57362","57362","3.1239","3.1239","3.1239"
"57370","57369","57369","57369","3.0851","3.0851","3.0851"
"57393","57392","57392","57392","3.0872","3.0872","3.0872"
"57400","57399","57399","57399","3.118","3.118","3.118"
"57404","57403","57403","57403","3.0836","3.0836","3.0836"
"57415","57414","57414","57414","3.0939","3.0939","3.0939"
"57420","57419","57419","57419","3.1017","3.1017","3.1017"
"57435","57434","57434","57434","3.1083","3.1083","3.1083"
"57437","57436","57436","57436","3.1251","3.1251","3.1251"
"57467","57466","57466","57466","3.0726","3.0726","3.0726"
"57472","57471","57471","57471","3.0891","3.0891","3.0891"
"57485","57484","57484","57484","3.0961","3.0961","3.0961"
"57509","57508","57508","57508","3.0807","3.0807","3.0807"
"57524","57523","57523","57523","3.1115","3.1115","3.1115"
"57538","57537","57537","57537","3.0614","3.0614","3.0614"
"57544","57543","57543","57543","3.0728","3.0728","3.0728"
"57547","57546","57546","57546","3.0709","3.0709","3.0709"
"57553","57552","57552","57552","3.091","3.091","3.091"
"57563","57562","57562","57562","3.0776","3.0776","3.0776"
"57567","57566","57566","57566","3.0801","3.0801","3.0801"
"57593","57592","57592","57592","3.1032","3.1032","3.1032"
"57594","57593","57593","57593","3.0709","3.0709","3.0709"
"57605","57604","57604","57604","3.0789","3.0789","3.0789"
"57607","57606","57606","57606","3.0994","3.0994","3.0994"
"57641","57640","57640","57640","3.0601","3.0601","3.0601"
"57642","57641","57641","57641","3.1042","3.1042","3.1042"
"57661","57660","57660","57660","3.1015","3.1015","3.1015"
"57666","57665","57665","57665","3.0887","3.0887","3.0887"
"57682","57681","57681","57681","3.0682","3.0682","3.0682"
"57687","57686","57686","57686","3.0836","3.0836","3.0836"
"57693","57692","57692","57692","3.0707","3.0707","3.0707"
"57709","57708","57708","57708","3.0746","3.0746","3.0746"
"57710","57709","57709","57709","3.0745","3.0745","3.0745"
"57722","57721","57721","57721","3.1007","3.1007","3.1007"
"57726","57725","57725","57725","3.1028","3.1028","3.1028"
"57758","57757","57757","57757","3.0725","3.0725","3.0725"
"57764","57763","57763","57763","3.0849","3.0849","3.0849"
"57765","57764","57764","57764","3.0944","3.0944","3.0944"
"57768","57767","57767","57767","3.0746","3.0746","3.0746"
"57779","57778","57778","57778","3.0859","3.0859","3.0859"
"57784","57783","57783","57783","3.083","3.083","3.083"
"57793","57792","57792","57792","3.0804","3.0804","3.0804"
"57817","57816","57816","57816","3.052","3.052","3.052"
"57819","57818","57818","57818","3.0812","3.0812","3.0812"
"57847","57846","57846","57846","3.0776","3.0776","3.0776"
"57851","57850","57850","57850","3.0773","3.0773","3.0773"
"57881","57880","57880","57880","3.0802","3.0802","3.0802"
"57883","57882","57882","57882","3.0905","3.0905","3.0905"
"57888","57887","57887","57887","3.0717","3.0717","3.0717"
"57894","57893","57893","57893","3.0705","3.0705","3.0705"
"57905","57904","57904","57904","3.04","3.04","3.04"
"57919","57918","57918","57918","3.0951","3.0951","3.0951"
"57924","57923","57923","57923","3.0696","3.0696","3.0696"
"57927","57926","57926","57926","3.0763","3.0763","3.0763"
"57940","57939","57939","57939","3.0579","3.0579","3.0579"
"57959","57958","57958","57958","3.0641","3.0641","3.0641"
"57966","57965","57965","57965","3.1044","3.1044","3.1044"
"57971","57970","57970","57970","3.1007","3.1007","3.1007"
"57981","57980","57980","57980","3.0898","3.0898","3.0898"
"57992","57991","57991","57991","3.0713","3.0713","3.0713"
"57995","57994","57994","57994","3.054","3.054","3.054"
"58017","58016","58016","58016","3.0805","3.0805","3.0805"
"58027","58026","58026","58026","3.0733","3.0733","3.0733"
"58053","58052","58052","58052","3.0633","3.0633","3.0633"
"58054","58053","58053","58053","3.0889","3.0889","3.0889"
"58057","58056","58056","58056","3.085","3.085","3.085"
"58060","58059","58059","58059","3.0863","3.0863","3.0863"
"58062","58061","58061","58061","3.0708","3.0708","3.0708"
"58101","58100","58100","58100","3.0853","3.0853","3.0853"
"58106","58105","58105","58105","3.104","3.104","3.104"
"58112","58111","58111","58111","3.0777","3.0777","3.0777"
"58115","58114","58114","58114","3.0871","3.0871","3.0871"
"58146","58145","58145","58145","3.0712","3.0712","3.0712"
"58154","58153","58153","58153","3.0674","3.0674","3.0674"
"58156","58155","58155","58155","3.105","3.105","3.105"
"58171","58170","58170","58170","3.0847","3.0847","3.0847"
"58177","58176","58176","58176","3.108","3.108","3.108"
"58192","58191","58191","58191","3.0924","3.0924","3.0924"
"58194","58193","58193","58193","3.0933","3.0933","3.0933"
"58206","58205","58205","58205","3.067","3.067","3.067"
"58218","58217","58217","58217","3.0849","3.0849","3.0849"
"58227","58226","58226","58226","3.065","3.065","3.065"
"58232","58231","58231","58231","3.0866","3.0866","3.0866"
"58244","58243","58243","58243","3.0823","3.0823","3.0823"
"58263","58262","58262","58262","3.0674","3.0674","3.0674"
"58264","58263","58263","58263","3.0836","3.0836","3.0836"
"58294","58293","58293","58293","3.0688","3.0688","3.0688"
"58296","58295","58295","58295","3.0831","3.0831","3.0831"
"58302","58301","58301","58301","3.0581","3.0581","3.0581"
"58303","58302","58302","58302","3.0681","3.0681","3.0681"
"58311","58310","58310","58310","3.0843","3.0843","3.0843"
"58330","58329","58329","58329","3.0832","3.0832","3.0832"
"58356","58355","58355","58355","3.0972","3.0972","3.0972"
"58359","58358","58358","58358","3.0926","3.0926","3.0926"
"58374","58373","58373","58373","3.0697","3.0697","3.0697"
"58405","58404","58404","58404","3.065","3.065","3.065"
"58406","58405","58405","58405","3.0568","3.0568","3.0568"
"58411","58410","58410","58410","3.0541","3.0541","3.0541"
"58439","58438","58438","58438","7.4533","7.4533","7.4533"
"58446","58445","58445","58445","7.5615","7.5615","7.5615"
"58451","58450","58450","58450","7.1285","7.1285","7.1285"
"58460","58459","58459","58459","6.5964","6.5964","6.5964"
"58470","58469","58469","58469","6.1866","6.1866","6.1866"
"58473","58472","58472","58472","6.0744","6.0744","6.0744"
"58474","58473","58473","58473","6.2601","6.2601","6.2601"
"58507","58506","58506","58506","5.3848","5.3848","5.3848"
"58509","58508","58508","58508","5.3482","5.3482","5.3482"
"58516","58515","58515","58515","5.0958","5.0958","5.0958"
"58521","58520","58520","58520","5.2373","5.2373","5.2373"
"58527","58526","58526","58526","4.8596","4.8596","4.8596"
"58544","58543","58543","58543","4.4597","4.4597","4.4597"
"58545","58544","58544","58544","4.4357","4.4357","4.4357"
"58549","58548","58548","58548","4.3298","4.3298","4.3298"
"58559","58558","58558","58558","4.2018","4.2018","4.2018"
"58561","58560","58560","58560","4.1838","4.1838","4.1838"
"58566","58565","58565","58565","4.1157","4.1157","4.1157"
"58588","58587","58587","58587","4.0968","4.0968","4.0968"
"58620","58619","58619","58619","3.7629","3.7629","3.7629"
"58637","58636","58636","58636","3.6766","3.6766","3.6766"
"58641","58640","58640","58640","3.6799","3.6799","3.6799"
"58659","58658","58658","58658","3.6075","3.6075","3.6075"
"58686","58685","58685","58685","3.5369","3.5369","3.5369"
"58688","58687","58687","58687","3.5008","3.5008","3.5008"
"58717","58716","58716","58716","3.3838","3.3838","3.3838"
"58719","58718","58718","58718","3.3957","3.3957","3.3957"
"58730","58729","58729","58729","3.3386","3.3386","3.3386"
"58731","58730","58730","58730","3.3595","3.3595","3.3595"
"58732","58731","58731","58731","3.3481","3.3481","3.3481"
"58735","58734","58734","58734","3.338","3.338","3.338"
"58750","58749","58749","58749","3.3974","3.3974","3.3974"
"58771","58770","58770","58770","3.2861","3.2861","3.2861"
"58774","58773","58773","58773","3.3312","3.3312","3.3312"
"58783","58782","58782","58782","3.3378","3.3378","3.3378"
"58812","58811","58811","58811","3.3829","3.3829","3.3829"
"58821","58820","58820","58820","3.3754","3.3754","3.3754"
"58822","58821","58821","58821","3.4062","3.4062","3.4062"
"58838","58837","58837","58837","3.3974","3.3974","3.3974"
"58840","58839","58839","58839","3.3507","3.3507","3.3507"
"58841","58840","58840","58840","3.3565","3.3565","3.3565"
"58866","58865","58865","58865","3.2668","3.2668","3.2668"
"58867","58866","58866","58866","3.259","3.259","3.259"
"58870","58869","58869","58869","3.2821","3.2821","3.2821"
"58882","58881","58881","58881","3.2273","3.2273","3.2273"
"58896","58895","58895","58895","3.2248","3.2248","3.2248"
"58903","58902","58902","58902","3.2325","3.2325","3.2325"
"58928","58927","58927","58927","3.1813","3.1813","3.1813"
"58936","58935","58935","58935","3.2401","3.2401","3.2401"
"58944","58943","58943","58943","3.1917","3.1917","3.1917"
"58952","58951","58951","58951","3.2119","3.2119","3.2119"
"58963","58962","58962","58962","3.2069","3.2069","3.2069"
"58969","58968","58968","58968","3.1876","3.1876","3.1876"
"58978","58977","58977","58977","3.1908","3.1908","3.1908"
"58986","58985","58985","58985","3.193","3.193","3.193"
"59002","59001","59001","59001","3.203","3.203","3.203"
"59010","59009","59009","59009","3.1685","3.1685","3.1685"
"59014","59013","59013","59013","3.1755","3.1755","3.1755"
"59025","59024","59024","59024","3.1505","3.1505","3.1505"
"59029","59028","59028","59028","3.1528","3.1528","3.1528"
"59037","59036","59036","59036","3.1706","3.1706","3.1706"
"59042","59041","59041","59041","3.1448","3.1448","3.1448"
"59055","59054","59054","59054","3.1583","3.1583","3.1583"
"59058","59057","59057","59057","3.1408","3.1408","3.1408"
"59063","59062","59062","59062","3.1659","3.1659","3.1659"
"59086","59085","59085","59085","3.1584","3.1584","3.1584"
"59096","59095","59095","59095","3.1651","3.1651","3.1651"
"59109","59108","59108","59108","3.1275","3.1275","3.1275"
"59113","59112","59112","59112","3.1335","3.1335","3.1335"
"59127","59126","59126","59126","3.1289","3.1289","3.1289"
"59128","59127","59127","59127","3.1191","3.1191","3.1191"
"59139","59138","59138","59138","3.1517","3.1517","3.1517"
"59157","59156","59156","59156","3.1133","3.1133","3.1133"
"59166","59165","59165","59165","3.1625","3.1625","3.1625"
"59175","59174","59174","59174","3.1176","3.1176","3.1176"
"59183","59182","59182","59182","3.1223","3.1223","3.1223"
"59189","59188","59188","59188","3.1338","3.1338","3.1338"
"59197","59196","59196","59196","3.1609","3.1609","3.1609"
"59221","59220","59220","59220","3.1497","3.1497","3.1497"
"59224","59223","59223","59223","3.1264","3.1264","3.1264"
"59241","59240","59240","59240","3.1203","3.1203","3.1203"
"59242","59241","59241","59241","3.15","3.15","3.15"
"59244","59243","59243","59243","3.1366","3.1366","3.1366"
"59246","59245","59245","59245","3.1419","3.1419","3.1419"
"59276","59275","59275","59275","3.1381","3.1381","3.1381"
"59277","59276","59276","59276","3.1286","3.1286","3.1286"
"59294","59293","59293","59293","3.1269","3.1269","3.1269"
"59300","59299","59299","59299","3.0993","3.0993","3.0993"
"59301","59300","59300","59300","3.1038","3.1038","3.1038"
"59324","59323","59323","59323","3.1055","3.1055","3.1055"
"59329","59328","59328","59328","3.1365","3.1365","3.1365"
"59338","59337","59337","59337","3.0725","3.0725","3.0725"
"59339","59338","59338","59338","3.1186","3.1186","3.1186"
"59352","59351","59351","59351","3.0805","3.0805","3.0805"
"59353","59352","59352","59352","3.1002","3.1002","3.1002"
"59366","59365","59365","59365","3.1226","3.1226","3.1226"
"59372","59371","59371","59371","3.0913","3.0913","3.0913"
"59376","59375","59375","59375","3.1358","3.1358","3.1358"
"59381","59380","59380","59380","3.0953","3.0953","3.0953"
"59385","59384","59384","59384","3.12","3.12","3.12"
"59388","59387","59387","59387","3.1594","3.1594","3.1594"
"59401","59400","59400","59400","3.1109","3.1109","3.1109"
"59404","59403","59403","59403","3.0869","3.0869","3.0869"
"59418","59417","59417","59417","3.1193","3.1193","3.1193"
"59423","59422","59422","59422","3.1053","3.1053","3.1053"
"59459","59458","59458","59458","3.0935","3.0935","3.0935"
"59470","59469","59469","59469","3.1079","3.1079","3.1079"
"59476","59475","59475","59475","3.1312","3.1312","3.1312"
"59478","59477","59477","59477","3.1263","3.1263","3.1263"
"59479","59478","59478","59478","3.1213","3.1213","3.1213"
"59481","59480","59480","59480","3.1009","3.1009","3.1009"
"59488","59487","59487","59487","3.095","3.095","3.095"
"59490","59489","59489","59489","3.1167","3.1167","3.1167"
"59505","59504","59504","59504","3.1013","3.1013","3.1013"
"59525","59524","59524","59524","3.1232","3.1232","3.1232"
"59530","59529","59529","59529","3.0942","3.0942","3.0942"
"59538","59537","59537","59537","3.0816","3.0816","3.0816"
"59540","59539","59539","59539","3.0968","3.0968","3.0968"
"59549","59548","59548","59548","3.1176","3.1176","3.1176"
"59574","59573","59573","59573","3.1144","3.1144","3.1144"
"59575","59574","59574","59574","3.114","3.114","3.114"
"59583","59582","59582","59582","3.0939","3.0939","3.0939"
"59608","59607","59607","59607","3.116","3.116","3.116"
"59625","59624","59624","59624","3.1018","3.1018","3.1018"
"59628","59627","59627","59627","3.125","3.125","3.125"
"59635","59634","59634","59634","3.0895","3.0895","3.0895"
"59654","59653","59653","59653","3.0907","3.0907","3.0907"
"59664","59663","59663","59663","3.0947","3.0947","3.0947"
"59673","59672","59672","59672","3.1186","3.1186","3.1186"
"59680","59679","59679","59679","3.0855","3.0855","3.0855"
"59684","59683","59683","59683","3.1168","3.1168","3.1168"
"59686","59685","59685","59685","3.1248","3.1248","3.1248"
"59702","59701","59701","59701","3.1023","3.1023","3.1023"
"59706","59705","59705","59705","3.1153","3.1153","3.1153"
"59707","59706","59706","59706","3.0866","3.0866","3.0866"
"59708","59707","59707","59707","3.0994","3.0994","3.0994"
"59764","59763","59763","59763","3.1042","3.1042","3.1042"
"59792","59791","59791","59791","3.0748","3.0748","3.0748"
"59793","59792","59792","59792","3.0761","3.0761","3.0761"
"59794","59793","59793","59793","3.1","3.1","3.1"
"59795","59794","59794","59794","3.1182","3.1182","3.1182"
"59802","59801","59801","59801","3.0868","3.0868","3.0868"
"59812","59811","59811","59811","3.0956","3.0956","3.0956"
"59824","59823","59823","59823","3.1104","3.1104","3.1104"
"59831","59830","59830","59830","3.0902","3.0902","3.0902"
"59844","59843","59843","59843","3.0837","3.0837","3.0837"
"59868","59867","59867","59867","3.0919","3.0919","3.0919"
"59869","59868","59868","59868","3.0896","3.0896","3.0896"
"59882","59881","59881","59881","3.0946","3.0946","3.0946"
"59919","59918","59918","59918","3.0698","3.0698","3.0698"
"59920","59919","59919","59919","3.0695","3.0695","3.0695"
"59923","59922","59922","59922","3.1129","3.1129","3.1129"
"59927","59926","59926","59926","3.0835","3.0835","3.0835"
"59929","59928","59928","59928","3.1042","3.1042","3.1042"
"59937","59936","59936","59936","3.0905","3.0905","3.0905"
"59948","59947","59947","59947","3.0922","3.0922","3.0922"
"59961","59960","59960","59960","3.0816","3.0816","3.0816"
"59964","59963","59963","59963","3.0902","3.0902","3.0902"
"59967","59966","59966","59966","3.1057","3.1057","3.1057"
"59974","59973","59973","59973","3.0818","3.0818","3.0818"
"59987","59986","59986","59986","3.0797","3.0797","3.0797"
"60011","60010","60010","60010","3.0793","3.0793","3.0793"
"60021","60020","60020","60020","3.0934","3.0934","3.0934"
"60042","60041","60041","60041","3.0972","3.0972","3.0972"
"60072","60071","60071","60071","3.1145","3.1145","3.1145"
"60080","60079","60079","60079","3.0709","3.0709","3.0709"
"60081","60080","60080","60080","3.1004","3.1004","3.1004"
"60127","60126","60126","60126","3.0901","3.0901","3.0901"
"60134","60133","60133","60133","3.0986","3.0986","3.0986"
"60147","60146","60146","60146","3.091","3.091","3.091"
"60198","60197","60197","60197","3.0578","3.0578","3.0578"
"60208","60207","60207","60207","3.0792","3.0792","3.0792"
"60216","60215","60215","60215","3.0837","3.0837","3.0837"
"60220","60219","60219","60219","3.0565","3.0565","3.0565"
"60228","60227","60227","60227","3.0966","3.0966","3.0966"
"60244","60243","60243","60243","3.0723","3.0723","3.0723"
"60246","60245","60245","60245","3.0872","3.0872","3.0872"
"60268","60267","60267","60267","3.0857","3.0857","3.0857"
"60272","60271","60271","60271","3.0812","3.0812","3.0812"
"60277","60276","60276","60276","3.0768","3.0768","3.0768"
"60283","60282","60282","60282","3.0856","3.0856","3.0856"
"60301","60300","60300","60300","3.0911","3.0911","3.0911"
"60319","60318","60318","60318","3.0672","3.0672","3.0672"
"60327","60326","60326","60326","3.0957","3.0957","3.0957"
"60332","60331","60331","60331","3.0625","3.0625","3.0625"
"60336","60335","60335","60335","3.1033","3.1033","3.1033"
"60338","60337","60337","60337","3.0872","3.0872","3.0872"
"60342","60341","60341","60341","3.0736","3.0736","3.0736"
"60348","60347","60347","60347","3.0903","3.0903","3.0903"
"60354","60353","60353","60353","3.075","3.075","3.075"
"60355","60354","60354","60354","3.0741","3.0741","3.0741"
"60365","60364","60364","60364","3.0717","3.0717","3.0717"
"60378","60377","60377","60377","3.1099","3.1099","3.1099"
"60379","60378","60378","60378","3.0879","3.0879","3.0879"
"60400","60399","60399","60399","3.0725","3.0725","3.0725"
"60407","60406","60406","60406","3.0798","3.0798","3.0798"
"60413","60412","60412","60412","3.1002","3.1002","3.1002"
"60431","60430","60430","60430","3.0761","3.0761","3.0761"
"60435","60434","60434","60434","3.1106","3.1106","3.1106"
"60453","60452","60452","60452","3.077","3.077","3.077"
"60475","60474","60474","60474","3.0866","3.0866","3.0866"
"60495","60494","60494","60494","3.0946","3.0946","3.0946"
"60505","60504","60504","60504","3.0926","3.0926","3.0926"
"60510","60509","60509","60509","3.0473","3.0473","3.0473"
"60552","60551","60551","60551","3.0689","3.0689","3.0689"
"60557","60556","60556","60556","3.0822","3.0822","3.0822"
"60563","60562","60562","60562","3.0922","3.0922","3.0922"
"60567","60566","60566","60566","3.0819","3.0819","3.0819"
"60572","60571","60571","60571","3.0826","3.0826","3.0826"
"60577","60576","60576","60576","3.0597","3.0597","3.0597"
"60581","60580","60580","60580","3.0826","3.0826","3.0826"
"60596","60595","60595","60595","3.0479","3.0479","3.0479"
"60610","60609","60609","60609","3.0963","3.0963","3.0963"
