"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - train/loss","MIN","MAX"
"60633","60632","60632","60632","3.0893","3.0893","3.0893"
"60634","60633","60633","60633","3.0939","3.0939","3.0939"
"60636","60635","60635","60635","3.0973","3.0973","3.0973"
"60644","60643","60643","60643","3.0553","3.0553","3.0553"
"60647","60646","60646","60646","3.0621","3.0621","3.0621"
"60653","60652","60652","60652","3.0999","3.0999","3.0999"
"60654","60653","60653","60653","3.0934","3.0934","3.0934"
"60670","60669","60669","60669","3.0817","3.0817","3.0817"
"60689","60688","60688","60688","3.0831","3.0831","3.0831"
"60698","60697","60697","60697","3.0821","3.0821","3.0821"
"60701","60700","60700","60700","3.1197","3.1197","3.1197"
"60705","60704","60704","60704","3.08","3.08","3.08"
"60712","60711","60711","60711","3.0848","3.0848","3.0848"
"60730","60729","60729","60729","3.0755","3.0755","3.0755"
"60738","60737","60737","60737","3.084","3.084","3.084"
"60750","60749","60749","60749","3.0958","3.0958","3.0958"
"60751","60750","60750","60750","3.084","3.084","3.084"
"60763","60762","60762","60762","3.0549","3.0549","3.0549"
"60765","60764","60764","60764","3.0787","3.0787","3.0787"
"60776","60775","60775","60775","3.069","3.069","3.069"
"60778","60777","60777","60777","3.0496","3.0496","3.0496"
"60791","60790","60790","60790","3.0849","3.0849","3.0849"
"60819","60818","60818","60818","3.0714","3.0714","3.0714"
"60820","60819","60819","60819","3.06","3.06","3.06"
"60827","60826","60826","60826","3.0794","3.0794","3.0794"
"60837","60836","60836","60836","3.0592","3.0592","3.0592"
"60842","60841","60841","60841","3.0887","3.0887","3.0887"
"60850","60849","60849","60849","3.0886","3.0886","3.0886"
"60861","60860","60860","60860","3.1042","3.1042","3.1042"
"60864","60863","60863","60863","3.0819","3.0819","3.0819"
"60875","60874","60874","60874","3.0729","3.0729","3.0729"
"60889","60888","60888","60888","3.0824","3.0824","3.0824"
"60890","60889","60889","60889","3.043","3.043","3.043"
"60891","60890","60890","60890","3.0807","3.0807","3.0807"
"60905","60904","60904","60904","3.1022","3.1022","3.1022"
"60910","60909","60909","60909","3.0572","3.0572","3.0572"
"60920","60919","60919","60919","3.0704","3.0704","3.0704"
"60922","60921","60921","60921","3.0839","3.0839","3.0839"
"60923","60922","60922","60922","3.0794","3.0794","3.0794"
"60931","60930","60930","60930","3.0853","3.0853","3.0853"
"60944","60943","60943","60943","3.0921","3.0921","3.0921"
"60947","60946","60946","60946","3.0638","3.0638","3.0638"
"60950","60949","60949","60949","3.07","3.07","3.07"
"60954","60953","60953","60953","3.0827","3.0827","3.0827"
"60967","60966","60966","60966","3.0562","3.0562","3.0562"
"60981","60980","60980","60980","3.1115","3.1115","3.1115"
"60990","60989","60989","60989","3.0769","3.0769","3.0769"
"60999","60998","60998","60998","3.061","3.061","3.061"
"61002","61001","61001","61001","3.0835","3.0835","3.0835"
"61019","61018","61018","61018","3.0951","3.0951","3.0951"
"61029","61028","61028","61028","3.0441","3.0441","3.0441"
"61035","61034","61034","61034","3.0755","3.0755","3.0755"
"61036","61035","61035","61035","3.0732","3.0732","3.0732"
"61043","61042","61042","61042","3.0725","3.0725","3.0725"
"61067","61066","61066","61066","3.0893","3.0893","3.0893"
"61090","61089","61089","61089","3.0799","3.0799","3.0799"
"61100","61099","61099","61099","3.0883","3.0883","3.0883"
"61107","61106","61106","61106","3.0894","3.0894","3.0894"
"61131","61130","61130","61130","3.0634","3.0634","3.0634"
"61139","61138","61138","61138","3.0493","3.0493","3.0493"
"61196","61195","61195","61195","3.0452","3.0452","3.0452"
"61200","61199","61199","61199","3.093","3.093","3.093"
"61217","61216","61216","61216","3.0647","3.0647","3.0647"
"61227","61226","61226","61226","3.0785","3.0785","3.0785"
"61234","61233","61233","61233","3.0931","3.0931","3.0931"
"61246","61245","61245","61245","3.0719","3.0719","3.0719"
"61259","61258","61258","61258","3.0567","3.0567","3.0567"
"61269","61268","61268","61268","3.075","3.075","3.075"
"61272","61271","61271","61271","3.0658","3.0658","3.0658"
"61273","61272","61272","61272","3.0551","3.0551","3.0551"
"61282","61281","61281","61281","3.0584","3.0584","3.0584"
"61295","61294","61294","61294","3.0622","3.0622","3.0622"
"61302","61301","61301","61301","3.0731","3.0731","3.0731"
"61304","61303","61303","61303","3.0636","3.0636","3.0636"
"61315","61314","61314","61314","3.0744","3.0744","3.0744"
"61350","61349","61349","61349","3.0732","3.0732","3.0732"
"61354","61353","61353","61353","3.063","3.063","3.063"
"61360","61359","61359","61359","3.0854","3.0854","3.0854"
"61371","61370","61370","61370","3.0593","3.0593","3.0593"
"61384","61383","61383","61383","3.0913","3.0913","3.0913"
"61387","61386","61386","61386","3.0764","3.0764","3.0764"
"61397","61396","61396","61396","3.0683","3.0683","3.0683"
"61406","61405","61405","61405","3.0642","3.0642","3.0642"
"61411","61410","61410","61410","3.0623","3.0623","3.0623"
"61416","61415","61415","61415","3.0821","3.0821","3.0821"
"61424","61423","61423","61423","3.0855","3.0855","3.0855"
"61455","61454","61454","61454","3.0687","3.0687","3.0687"
"61465","61464","61464","61464","3.0782","3.0782","3.0782"
"61474","61473","61473","61473","3.0333","3.0333","3.0333"
"61479","61478","61478","61478","3.0654","3.0654","3.0654"
"61485","61484","61484","61484","3.0726","3.0726","3.0726"
"61508","61507","61507","61507","3.0822","3.0822","3.0822"
"61513","61512","61512","61512","3.081","3.081","3.081"
"61514","61513","61513","61513","3.044","3.044","3.044"
"61523","61522","61522","61522","3.0857","3.0857","3.0857"
"61561","61560","61560","61560","3.0788","3.0788","3.0788"
"61568","61567","61567","61567","3.0832","3.0832","3.0832"
"61581","61580","61580","61580","3.0897","3.0897","3.0897"
"61587","61586","61586","61586","3.085","3.085","3.085"
"61604","61603","61603","61603","3.1051","3.1051","3.1051"
"61605","61604","61604","61604","3.056","3.056","3.056"
"61606","61605","61605","61605","3.0776","3.0776","3.0776"
"61617","61616","61616","61616","3.119","3.119","3.119"
"61619","61618","61618","61618","3.0657","3.0657","3.0657"
"61627","61626","61626","61626","3.0689","3.0689","3.0689"
"61656","61655","61655","61655","3.0575","3.0575","3.0575"
"61681","61680","61680","61680","3.0534","3.0534","3.0534"
"61694","61693","61693","61693","3.0708","3.0708","3.0708"
"61695","61694","61694","61694","3.0878","3.0878","3.0878"
"61710","61709","61709","61709","3.0929","3.0929","3.0929"
"61715","61714","61714","61714","3.059","3.059","3.059"
"61729","61728","61728","61728","3.0637","3.0637","3.0637"
"61733","61732","61732","61732","3.0636","3.0636","3.0636"
"61763","61762","61762","61762","3.0751","3.0751","3.0751"
"61784","61783","61783","61783","3.0683","3.0683","3.0683"
"61793","61792","61792","61792","3.0922","3.0922","3.0922"
"61799","61798","61798","61798","3.0694","3.0694","3.0694"
"61800","61799","61799","61799","3.054","3.054","3.054"
"61819","61818","61818","61818","3.0671","3.0671","3.0671"
"61850","61849","61849","61849","3.049","3.049","3.049"
"61851","61850","61850","61850","3.0576","3.0576","3.0576"
"61861","61860","61860","61860","3.077","3.077","3.077"
"61865","61864","61864","61864","3.0789","3.0789","3.0789"
"61876","61875","61875","61875","3.0658","3.0658","3.0658"
"61878","61877","61877","61877","3.1039","3.1039","3.1039"
"61881","61880","61880","61880","3.0717","3.0717","3.0717"
"61892","61891","61891","61891","3.084","3.084","3.084"
"61898","61897","61897","61897","3.0673","3.0673","3.0673"
"61943","61942","61942","61942","3.0705","3.0705","3.0705"
"61957","61956","61956","61956","3.0674","3.0674","3.0674"
"61965","61964","61964","61964","3.056","3.056","3.056"
"61984","61983","61983","61983","3.0567","3.0567","3.0567"
"62012","62011","62011","62011","3.0575","3.0575","3.0575"
"62021","62020","62020","62020","3.0874","3.0874","3.0874"
"62027","62026","62026","62026","3.0798","3.0798","3.0798"
"62032","62031","62031","62031","3.1089","3.1089","3.1089"
"62053","62052","62052","62052","3.0942","3.0942","3.0942"
"62055","62054","62054","62054","3.0712","3.0712","3.0712"
"62058","62057","62057","62057","3.1152","3.1152","3.1152"
"62059","62058","62058","62058","3.0663","3.0663","3.0663"
"62062","62061","62061","62061","3.0697","3.0697","3.0697"
"62067","62066","62066","62066","3.0781","3.0781","3.0781"
"62100","62099","62099","62099","3.076","3.076","3.076"
"62102","62101","62101","62101","3.0844","3.0844","3.0844"
"62113","62112","62112","62112","3.08","3.08","3.08"
"62114","62113","62113","62113","3.0638","3.0638","3.0638"
"62119","62118","62118","62118","3.0897","3.0897","3.0897"
"62132","62131","62131","62131","3.0643","3.0643","3.0643"
"62144","62143","62143","62143","3.0757","3.0757","3.0757"
"62145","62144","62144","62144","3.0781","3.0781","3.0781"
"62151","62150","62150","62150","3.0693","3.0693","3.0693"
"62153","62152","62152","62152","3.0706","3.0706","3.0706"
"62164","62163","62163","62163","3.0902","3.0902","3.0902"
"62175","62174","62174","62174","3.0976","3.0976","3.0976"
"62179","62178","62178","62178","3.0753","3.0753","3.0753"
"62180","62179","62179","62179","3.0753","3.0753","3.0753"
"62183","62182","62182","62182","3.0854","3.0854","3.0854"
"62208","62207","62207","62207","3.0855","3.0855","3.0855"
"62211","62210","62210","62210","3.0842","3.0842","3.0842"
"62212","62211","62211","62211","3.0871","3.0871","3.0871"
"62213","62212","62212","62212","3.067","3.067","3.067"
"62214","62213","62213","62213","3.0829","3.0829","3.0829"
"62217","62216","62216","62216","3.0503","3.0503","3.0503"
"62220","62219","62219","62219","3.0872","3.0872","3.0872"
"62228","62227","62227","62227","3.0623","3.0623","3.0623"
"62241","62240","62240","62240","3.0496","3.0496","3.0496"
"62270","62269","62269","62269","3.0783","3.0783","3.0783"
"62289","62288","62288","62288","3.0827","3.0827","3.0827"
"62293","62292","62292","62292","3.0856","3.0856","3.0856"
"62314","62313","62313","62313","3.0677","3.0677","3.0677"
"62322","62321","62321","62321","3.0497","3.0497","3.0497"
"62325","62324","62324","62324","3.0848","3.0848","3.0848"
"62331","62330","62330","62330","3.0713","3.0713","3.0713"
"62340","62339","62339","62339","3.05","3.05","3.05"
"62361","62360","62360","62360","3.0525","3.0525","3.0525"
"62370","62369","62369","62369","3.0813","3.0813","3.0813"
"62371","62370","62370","62370","3.0647","3.0647","3.0647"
"62379","62378","62378","62378","3.0921","3.0921","3.0921"
"62393","62392","62392","62392","3.0655","3.0655","3.0655"
"62407","62406","62406","62406","3.0875","3.0875","3.0875"
"62410","62409","62409","62409","3.0698","3.0698","3.0698"
"62419","62418","62418","62418","3.0435","3.0435","3.0435"
"62433","62432","62432","62432","3.0767","3.0767","3.0767"
"62434","62433","62433","62433","3.0613","3.0613","3.0613"
"62436","62435","62435","62435","3.0646","3.0646","3.0646"
"62444","62443","62443","62443","3.0887","3.0887","3.0887"
"62452","62451","62451","62451","3.0526","3.0526","3.0526"
"62466","62465","62465","62465","3.0886","3.0886","3.0886"
"62470","62469","62469","62469","3.0438","3.0438","3.0438"
"62478","62477","62477","62477","3.0813","3.0813","3.0813"
"62482","62481","62481","62481","3.0708","3.0708","3.0708"
"62491","62490","62490","62490","3.0556","3.0556","3.0556"
"62507","62506","62506","62506","3.0661","3.0661","3.0661"
"62543","62542","62542","62542","8.2393","8.2393","8.2393"
"62551","62550","62550","62550","7.8311","7.8311","7.8311"
"62561","62560","62560","62560","7.7122","7.7122","7.7122"
"62566","62565","62565","62565","7.5619","7.5619","7.5619"
"62576","62575","62575","62575","7.7875","7.7875","7.7875"
"62591","62590","62590","62590","7.2757","7.2757","7.2757"
"62600","62599","62599","62599","6.9783","6.9783","6.9783"
"62603","62602","62602","62602","6.8862","6.8862","6.8862"
"62611","62610","62610","62610","7.9471","7.9471","7.9471"
"62621","62620","62620","62620","6.7089","6.7089","6.7089"
"62624","62623","62623","62623","6.6662","6.6662","6.6662"
"62625","62624","62624","62624","6.6279","6.6279","6.6279"
"62639","62638","62638","62638","6.3676","6.3676","6.3676"
"62661","62660","62660","62660","6.1832","6.1832","6.1832"
"62673","62672","62672","62672","5.9267","5.9267","5.9267"
"62674","62673","62673","62673","5.8942","5.8942","5.8942"
"62698","62697","62697","62697","5.9007","5.9007","5.9007"
"62699","62698","62698","62698","5.8673","5.8673","5.8673"
"62706","62705","62705","62705","5.7762","5.7762","5.7762"
"62724","62723","62723","62723","5.7203","5.7203","5.7203"
"62753","62752","62752","62752","5.2985","5.2985","5.2985"
"62756","62755","62755","62755","5.2298","5.2298","5.2298"
"62779","62778","62778","62778","4.7817","4.7817","4.7817"
"62789","62788","62788","62788","4.5804","4.5804","4.5804"
"62803","62802","62802","62802","4.3408","4.3408","4.3408"
"62823","62822","62822","62822","4.1085","4.1085","4.1085"
"62824","62823","62823","62823","4.1094","4.1094","4.1094"
"62836","62835","62835","62835","4.0387","4.0387","4.0387"
"62837","62836","62836","62836","3.9913","3.9913","3.9913"
"62851","62850","62850","62850","4.0336","4.0336","4.0336"
"62870","62869","62869","62869","3.7331","3.7331","3.7331"
"62872","62871","62871","62871","3.7128","3.7128","3.7128"
"62874","62873","62873","62873","3.6744","3.6744","3.6744"
"62884","62883","62883","62883","3.6468","3.6468","3.6468"
"62891","62890","62890","62890","3.6512","3.6512","3.6512"
"62900","62899","62899","62899","3.6525","3.6525","3.6525"
"62905","62904","62904","62904","3.6029","3.6029","3.6029"
"62912","62911","62911","62911","3.6266","3.6266","3.6266"
"62917","62916","62916","62916","3.5561","3.5561","3.5561"
"62923","62922","62922","62922","3.4987","3.4987","3.4987"
"62925","62924","62924","62924","3.511","3.511","3.511"
"62947","62946","62946","62946","3.3898","3.3898","3.3898"
"62950","62949","62949","62949","3.3788","3.3788","3.3788"
"62968","62967","62967","62967","3.3334","3.3334","3.3334"
"62969","62968","62968","62968","3.315","3.315","3.315"
"62990","62989","62989","62989","3.2796","3.2796","3.2796"
"62991","62990","62990","62990","3.3128","3.3128","3.3128"
"62997","62996","62996","62996","3.256","3.256","3.256"
"63002","63001","63001","63001","3.2637","3.2637","3.2637"
"63027","63026","63026","63026","3.2198","3.2198","3.2198"
"63029","63028","63028","63028","3.2318","3.2318","3.2318"
"63032","63031","63031","63031","3.222","3.222","3.222"
"63054","63053","63053","63053","3.1945","3.1945","3.1945"
"63058","63057","63057","63057","3.2891","3.2891","3.2891"
"63061","63060","63060","63060","3.2965","3.2965","3.2965"
"63070","63069","63069","63069","3.6462","3.6462","3.6462"
"63081","63080","63080","63080","3.3886","3.3886","3.3886"
"63097","63096","63096","63096","3.7092","3.7092","3.7092"
"63107","63106","63106","63106","3.4525","3.4525","3.4525"
"63130","63129","63129","63129","3.243","3.243","3.243"
"63134","63133","63133","63133","3.2342","3.2342","3.2342"
"63141","63140","63140","63140","3.2354","3.2354","3.2354"
"63168","63167","63167","63167","3.1953","3.1953","3.1953"
"63178","63177","63177","63177","3.2138","3.2138","3.2138"
"63185","63184","63184","63184","3.179","3.179","3.179"
"63191","63190","63190","63190","3.1926","3.1926","3.1926"
"63205","63204","63204","63204","3.2077","3.2077","3.2077"
"63215","63214","63214","63214","3.1733","3.1733","3.1733"
"63223","63222","63222","63222","3.1808","3.1808","3.1808"
"63234","63233","63233","63233","3.1756","3.1756","3.1756"
"63235","63234","63234","63234","3.1909","3.1909","3.1909"
"63259","63258","63258","63258","3.1744","3.1744","3.1744"
"63262","63261","63261","63261","3.1486","3.1486","3.1486"
"63267","63266","63266","63266","3.1459","3.1459","3.1459"
"63301","63300","63300","63300","3.1199","3.1199","3.1199"
"63307","63306","63306","63306","3.1271","3.1271","3.1271"
"63309","63308","63308","63308","3.1231","3.1231","3.1231"
"63314","63313","63313","63313","3.1315","3.1315","3.1315"
"63344","63343","63343","63343","3.1351","3.1351","3.1351"
"63345","63344","63344","63344","3.1288","3.1288","3.1288"
"63359","63358","63358","63358","3.1261","3.1261","3.1261"
"63369","63368","63368","63368","3.1051","3.1051","3.1051"
"63374","63373","63373","63373","3.1131","3.1131","3.1131"
"63376","63375","63375","63375","3.1066","3.1066","3.1066"
"63394","63393","63393","63393","3.1216","3.1216","3.1216"
"63441","63440","63440","63440","3.1349","3.1349","3.1349"
"63451","63450","63450","63450","3.1263","3.1263","3.1263"
"63457","63456","63456","63456","3.1011","3.1011","3.1011"
"63462","63461","63461","63461","3.1053","3.1053","3.1053"
"63464","63463","63463","63463","3.1298","3.1298","3.1298"
"63469","63468","63468","63468","3.1187","3.1187","3.1187"
"63473","63472","63472","63472","3.1202","3.1202","3.1202"
"63476","63475","63475","63475","3.1123","3.1123","3.1123"
"63480","63479","63479","63479","3.1018","3.1018","3.1018"
"63493","63492","63492","63492","3.1148","3.1148","3.1148"
