"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - train/loss","MIN","MAX"
"46030","46029","46029","46029","3.0832","3.0832","3.0832"
"46056","46055","46055","46055","3.106","3.106","3.106"
"46058","46057","46057","46057","3.0937","3.0937","3.0937"
"46062","46061","46061","46061","3.0887","3.0887","3.0887"
"46064","46063","46063","46063","3.0905","3.0905","3.0905"
"46069","46068","46068","46068","3.07","3.07","3.07"
"46073","46072","46072","46072","3.0936","3.0936","3.0936"
"46075","46074","46074","46074","3.1218","3.1218","3.1218"
"46079","46078","46078","46078","3.1378","3.1378","3.1378"
"46089","46088","46088","46088","3.1161","3.1161","3.1161"
"46101","46100","46100","46100","3.0829","3.0829","3.0829"
"46109","46108","46108","46108","3.0684","3.0684","3.0684"
"46126","46125","46125","46125","3.0913","3.0913","3.0913"
"46130","46129","46129","46129","3.1243","3.1243","3.1243"
"46154","46153","46153","46153","3.0833","3.0833","3.0833"
"46175","46174","46174","46174","3.0514","3.0514","3.0514"
"46181","46180","46180","46180","3.095","3.095","3.095"
"46183","46182","46182","46182","3.0799","3.0799","3.0799"
"46208","46207","46207","46207","3.0722","3.0722","3.0722"
"46225","46224","46224","46224","3.0865","3.0865","3.0865"
"46270","46269","46269","46269","3.1069","3.1069","3.1069"
"46277","46276","46276","46276","3.1061","3.1061","3.1061"
"46297","46296","46296","46296","3.1221","3.1221","3.1221"
"46315","46314","46314","46314","3.0539","3.0539","3.0539"
"46336","46335","46335","46335","3.08","3.08","3.08"
"46350","46349","46349","46349","3.0875","3.0875","3.0875"
"46352","46351","46351","46351","3.0806","3.0806","3.0806"
"46359","46358","46358","46358","3.104","3.104","3.104"
"46362","46361","46361","46361","3.1012","3.1012","3.1012"
"46373","46372","46372","46372","3.0895","3.0895","3.0895"
"46388","46387","46387","46387","6.4971","6.4971","6.4971"
"46389","46388","46388","46388","7.9632","7.9632","7.9632"
"46406","46405","46405","46405","5.9259","5.9259","5.9259"
"46411","46410","46410","46410","5.6618","5.6618","5.6618"
"46432","46431","46431","46431","4.6522","4.6522","4.6522"
"46440","46439","46439","46439","4.2853","4.2853","4.2853"
"46448","46447","46447","46447","4.2164","4.2164","4.2164"
"46459","46458","46458","46458","4.0833","4.0833","4.0833"
"46487","46486","46486","46486","3.7553","3.7553","3.7553"
"46488","46487","46487","46487","3.7252","3.7252","3.7252"
"46500","46499","46499","46499","3.6809","3.6809","3.6809"
"46513","46512","46512","46512","3.5759","3.5759","3.5759"
"46514","46513","46513","46513","3.5581","3.5581","3.5581"
"46515","46514","46514","46514","3.5463","3.5463","3.5463"
"46539","46538","46538","46538","3.4753","3.4753","3.4753"
"46549","46548","46548","46548","3.4278","3.4278","3.4278"
"46551","46550","46550","46550","3.404","3.404","3.404"
"46556","46555","46555","46555","3.4342","3.4342","3.4342"
"46559","46558","46558","46558","3.426","3.426","3.426"
"46563","46562","46562","46562","3.4011","3.4011","3.4011"
"46573","46572","46572","46572","3.3266","3.3266","3.3266"
"46580","46579","46579","46579","3.3406","3.3406","3.3406"
"46581","46580","46580","46580","3.3415","3.3415","3.3415"
"46597","46596","46596","46596","3.302","3.302","3.302"
"46608","46607","46607","46607","3.2945","3.2945","3.2945"
"46623","46622","46622","46622","3.2806","3.2806","3.2806"
"46625","46624","46624","46624","3.2739","3.2739","3.2739"
"46627","46626","46626","46626","3.2699","3.2699","3.2699"
"46649","46648","46648","46648","3.2449","3.2449","3.2449"
"46651","46650","46650","46650","3.2193","3.2193","3.2193"
"46656","46655","46655","46655","3.2281","3.2281","3.2281"
"46659","46658","46658","46658","3.2094","3.2094","3.2094"
"46665","46664","46664","46664","3.2305","3.2305","3.2305"
"46667","46666","46666","46666","3.2085","3.2085","3.2085"
"46682","46681","46681","46681","3.2392","3.2392","3.2392"
"46683","46682","46682","46682","3.1845","3.1845","3.1845"
"46687","46686","46686","46686","3.173","3.173","3.173"
"46689","46688","46688","46688","3.2034","3.2034","3.2034"
"46690","46689","46689","46689","3.1843","3.1843","3.1843"
"46692","46691","46691","46691","3.2187","3.2187","3.2187"
"46703","46702","46702","46702","3.2103","3.2103","3.2103"
"46707","46706","46706","46706","3.147","3.147","3.147"
"46719","46718","46718","46718","3.1847","3.1847","3.1847"
"46747","46746","46746","46746","3.182","3.182","3.182"
"46749","46748","46748","46748","3.208","3.208","3.208"
"46755","46754","46754","46754","3.1569","3.1569","3.1569"
"46759","46758","46758","46758","3.2021","3.2021","3.2021"
"46768","46767","46767","46767","3.1948","3.1948","3.1948"
"46769","46768","46768","46768","3.1857","3.1857","3.1857"
"46776","46775","46775","46775","3.168","3.168","3.168"
"46777","46776","46776","46776","3.1588","3.1588","3.1588"
"46799","46798","46798","46798","3.1689","3.1689","3.1689"
"46823","46822","46822","46822","3.1562","3.1562","3.1562"
"46845","46844","46844","46844","3.1568","3.1568","3.1568"
"46850","46849","46849","46849","3.1773","3.1773","3.1773"
"46868","46867","46867","46867","3.1728","3.1728","3.1728"
"46872","46871","46871","46871","3.1481","3.1481","3.1481"
"46878","46877","46877","46877","3.154","3.154","3.154"
"46879","46878","46878","46878","3.1331","3.1331","3.1331"
"46881","46880","46880","46880","3.1586","3.1586","3.1586"
"46897","46896","46896","46896","3.1529","3.1529","3.1529"
"46905","46904","46904","46904","3.1199","3.1199","3.1199"
"46947","46946","46946","46946","3.1488","3.1488","3.1488"
"46952","46951","46951","46951","3.1318","3.1318","3.1318"
"46956","46955","46955","46955","3.1277","3.1277","3.1277"
"46961","46960","46960","46960","3.1389","3.1389","3.1389"
"46965","46964","46964","46964","3.1458","3.1458","3.1458"
"46976","46975","46975","46975","3.1378","3.1378","3.1378"
"46994","46993","46993","46993","3.126","3.126","3.126"
"47036","47035","47035","47035","3.1302","3.1302","3.1302"
"47048","47047","47047","47047","3.1066","3.1066","3.1066"
"47051","47050","47050","47050","3.1303","3.1303","3.1303"
"47059","47058","47058","47058","3.1375","3.1375","3.1375"
"47073","47072","47072","47072","3.1421","3.1421","3.1421"
"47074","47073","47073","47073","3.1103","3.1103","3.1103"
"47080","47079","47079","47079","3.1383","3.1383","3.1383"
"47125","47124","47124","47124","3.1355","3.1355","3.1355"
"47131","47130","47130","47130","3.1185","3.1185","3.1185"
"47146","47145","47145","47145","3.1434","3.1434","3.1434"
"47152","47151","47151","47151","3.0982","3.0982","3.0982"
"47153","47152","47152","47152","3.1241","3.1241","3.1241"
"47175","47174","47174","47174","3.1196","3.1196","3.1196"
"47182","47181","47181","47181","3.1122","3.1122","3.1122"
"47216","47215","47215","47215","3.138","3.138","3.138"
"47239","47238","47238","47238","3.1313","3.1313","3.1313"
"47248","47247","47247","47247","3.1384","3.1384","3.1384"
"47254","47253","47253","47253","3.102","3.102","3.102"
"47263","47262","47262","47262","3.1154","3.1154","3.1154"
"47269","47268","47268","47268","3.1086","3.1086","3.1086"
"47272","47271","47271","47271","3.1447","3.1447","3.1447"
"47273","47272","47272","47272","3.1121","3.1121","3.1121"
"47299","47298","47298","47298","3.1421","3.1421","3.1421"
"47303","47302","47302","47302","3.0919","3.0919","3.0919"
"47304","47303","47303","47303","3.1218","3.1218","3.1218"
"47320","47319","47319","47319","3.1154","3.1154","3.1154"
"47325","47324","47324","47324","3.12","3.12","3.12"
"47327","47326","47326","47326","3.1447","3.1447","3.1447"
"47334","47333","47333","47333","3.1054","3.1054","3.1054"
"47336","47335","47335","47335","3.1305","3.1305","3.1305"
"47357","47356","47356","47356","3.0621","3.0621","3.0621"
"47366","47365","47365","47365","3.1253","3.1253","3.1253"
"47376","47375","47375","47375","3.0916","3.0916","3.0916"
"47380","47379","47379","47379","3.1058","3.1058","3.1058"
"47386","47385","47385","47385","3.1088","3.1088","3.1088"
"47395","47394","47394","47394","3.122","3.122","3.122"
"47403","47402","47402","47402","3.13","3.13","3.13"
"47416","47415","47415","47415","3.0972","3.0972","3.0972"
"47432","47431","47431","47431","3.1001","3.1001","3.1001"
"47439","47438","47438","47438","3.0817","3.0817","3.0817"
"47441","47440","47440","47440","3.1089","3.1089","3.1089"
"47449","47448","47448","47448","3.0879","3.0879","3.0879"
"47453","47452","47452","47452","3.0858","3.0858","3.0858"
"47477","47476","47476","47476","3.0999","3.0999","3.0999"
"47486","47485","47485","47485","3.1079","3.1079","3.1079"
"47512","47511","47511","47511","3.0927","3.0927","3.0927"
"47518","47517","47517","47517","3.1297","3.1297","3.1297"
"47528","47527","47527","47527","3.114","3.114","3.114"
"47533","47532","47532","47532","3.0984","3.0984","3.0984"
"47535","47534","47534","47534","3.1061","3.1061","3.1061"
"47536","47535","47535","47535","3.1148","3.1148","3.1148"
"47537","47536","47536","47536","3.101","3.101","3.101"
"47538","47537","47537","47537","3.0757","3.0757","3.0757"
"47562","47561","47561","47561","3.124","3.124","3.124"
"47564","47563","47563","47563","3.103","3.103","3.103"
"47565","47564","47564","47564","3.0943","3.0943","3.0943"
"47588","47587","47587","47587","3.1184","3.1184","3.1184"
"47591","47590","47590","47590","3.105","3.105","3.105"
"47601","47600","47600","47600","3.0946","3.0946","3.0946"
"47613","47612","47612","47612","3.1046","3.1046","3.1046"
"47621","47620","47620","47620","3.1191","3.1191","3.1191"
"47630","47629","47629","47629","3.1131","3.1131","3.1131"
"47648","47647","47647","47647","3.0861","3.0861","3.0861"
"47651","47650","47650","47650","3.1196","3.1196","3.1196"
"47655","47654","47654","47654","3.0746","3.0746","3.0746"
"47660","47659","47659","47659","3.0856","3.0856","3.0856"
"47672","47671","47671","47671","3.0895","3.0895","3.0895"
"47684","47683","47683","47683","3.0954","3.0954","3.0954"
"47697","47696","47696","47696","3.1216","3.1216","3.1216"
"47706","47705","47705","47705","3.0895","3.0895","3.0895"
"47730","47729","47729","47729","3.0985","3.0985","3.0985"
"47739","47738","47738","47738","3.1095","3.1095","3.1095"
"47776","47775","47775","47775","3.0843","3.0843","3.0843"
"47784","47783","47783","47783","3.0974","3.0974","3.0974"
"47807","47806","47806","47806","3.1144","3.1144","3.1144"
"47820","47819","47819","47819","3.0897","3.0897","3.0897"
"47821","47820","47820","47820","3.093","3.093","3.093"
"47823","47822","47822","47822","3.1306","3.1306","3.1306"
"47825","47824","47824","47824","3.0887","3.0887","3.0887"
"47829","47828","47828","47828","3.0933","3.0933","3.0933"
"47830","47829","47829","47829","3.0918","3.0918","3.0918"
"47831","47830","47830","47830","3.0859","3.0859","3.0859"
"47832","47831","47831","47831","3.0565","3.0565","3.0565"
"47845","47844","47844","47844","3.1125","3.1125","3.1125"
"47865","47864","47864","47864","3.1065","3.1065","3.1065"
"47879","47878","47878","47878","3.0638","3.0638","3.0638"
"47880","47879","47879","47879","3.0971","3.0971","3.0971"
"47885","47884","47884","47884","3.0692","3.0692","3.0692"
"47888","47887","47887","47887","3.093","3.093","3.093"
"47911","47910","47910","47910","3.073","3.073","3.073"
"47915","47914","47914","47914","3.1003","3.1003","3.1003"
"47938","47937","47937","47937","3.1085","3.1085","3.1085"
"47948","47947","47947","47947","3.1008","3.1008","3.1008"
"47960","47959","47959","47959","3.0754","3.0754","3.0754"
"47970","47969","47969","47969","3.1126","3.1126","3.1126"
"47996","47995","47995","47995","3.1015","3.1015","3.1015"
"48005","48004","48004","48004","3.1158","3.1158","3.1158"
"48011","48010","48010","48010","3.097","3.097","3.097"
"48012","48011","48011","48011","3.1052","3.1052","3.1052"
"48018","48017","48017","48017","3.1178","3.1178","3.1178"
"48020","48019","48019","48019","3.091","3.091","3.091"
"48031","48030","48030","48030","3.113","3.113","3.113"
"48043","48042","48042","48042","3.0749","3.0749","3.0749"
"48047","48046","48046","48046","3.0905","3.0905","3.0905"
"48060","48059","48059","48059","3.0729","3.0729","3.0729"
"48064","48063","48063","48063","3.1139","3.1139","3.1139"
"48072","48071","48071","48071","3.0948","3.0948","3.0948"
"48075","48074","48074","48074","3.0718","3.0718","3.0718"
"48092","48091","48091","48091","3.0931","3.0931","3.0931"
"48094","48093","48093","48093","3.1213","3.1213","3.1213"
"48108","48107","48107","48107","3.091","3.091","3.091"
"48112","48111","48111","48111","3.1061","3.1061","3.1061"
"48115","48114","48114","48114","3.107","3.107","3.107"
"48132","48131","48131","48131","3.1045","3.1045","3.1045"
"48139","48138","48138","48138","3.0958","3.0958","3.0958"
"48143","48142","48142","48142","3.0906","3.0906","3.0906"
"48153","48152","48152","48152","3.1033","3.1033","3.1033"
"48173","48172","48172","48172","3.0652","3.0652","3.0652"
"48178","48177","48177","48177","3.0869","3.0869","3.0869"
"48192","48191","48191","48191","3.0915","3.0915","3.0915"
"48197","48196","48196","48196","3.0784","3.0784","3.0784"
"48204","48203","48203","48203","3.0972","3.0972","3.0972"
"48212","48211","48211","48211","3.1124","3.1124","3.1124"
"48214","48213","48213","48213","3.0801","3.0801","3.0801"
"48215","48214","48214","48214","3.0824","3.0824","3.0824"
"48217","48216","48216","48216","3.0919","3.0919","3.0919"
"48218","48217","48217","48217","3.0789","3.0789","3.0789"
"48240","48239","48239","48239","3.0802","3.0802","3.0802"
"48275","48274","48274","48274","3.1049","3.1049","3.1049"
"48280","48279","48279","48279","3.0772","3.0772","3.0772"
"48305","48304","48304","48304","3.0832","3.0832","3.0832"
"48338","48337","48337","48337","3.1114","3.1114","3.1114"
"48358","48357","48357","48357","3.1289","3.1289","3.1289"
"48364","48363","48363","48363","3.0809","3.0809","3.0809"
"48372","48371","48371","48371","3.1012","3.1012","3.1012"
"48386","48385","48385","48385","3.0935","3.0935","3.0935"
"48413","48412","48412","48412","3.089","3.089","3.089"
"48415","48414","48414","48414","3.0616","3.0616","3.0616"
"48421","48420","48420","48420","3.0975","3.0975","3.0975"
"48422","48421","48421","48421","3.0787","3.0787","3.0787"
"48429","48428","48428","48428","3.1006","3.1006","3.1006"
"48430","48429","48429","48429","3.0871","3.0871","3.0871"
"48433","48432","48432","48432","3.1174","3.1174","3.1174"
"48434","48433","48433","48433","3.105","3.105","3.105"
"48448","48447","48447","48447","3.0676","3.0676","3.0676"
"48453","48452","48452","48452","3.0749","3.0749","3.0749"
"48457","48456","48456","48456","3.092","3.092","3.092"
"48467","48466","48466","48466","3.1173","3.1173","3.1173"
"48486","48485","48485","48485","3.0798","3.0798","3.0798"
"48488","48487","48487","48487","3.0935","3.0935","3.0935"
"48497","48496","48496","48496","3.0753","3.0753","3.0753"
"48499","48498","48498","48498","3.0739","3.0739","3.0739"
"48505","48504","48504","48504","3.043","3.043","3.043"
"48507","48506","48506","48506","3.0867","3.0867","3.0867"
"48543","48542","48542","48542","3.0914","3.0914","3.0914"
"48544","48543","48543","48543","3.1143","3.1143","3.1143"
"48546","48545","48545","48545","3.1031","3.1031","3.1031"
"48555","48554","48554","48554","3.1115","3.1115","3.1115"
"48561","48560","48560","48560","3.0856","3.0856","3.0856"
"48564","48563","48563","48563","3.1085","3.1085","3.1085"
"48570","48569","48569","48569","3.0965","3.0965","3.0965"
"48577","48576","48576","48576","3.0877","3.0877","3.0877"
"48584","48583","48583","48583","3.083","3.083","3.083"
"48588","48587","48587","48587","3.0936","3.0936","3.0936"
"48602","48601","48601","48601","3.0989","3.0989","3.0989"
"48609","48608","48608","48608","3.0952","3.0952","3.0952"
"48630","48629","48629","48629","3.0956","3.0956","3.0956"
"48636","48635","48635","48635","3.072","3.072","3.072"
"48664","48663","48663","48663","3.0526","3.0526","3.0526"
"48668","48667","48667","48667","3.0859","3.0859","3.0859"
"48671","48670","48670","48670","3.0894","3.0894","3.0894"
"48673","48672","48672","48672","3.1017","3.1017","3.1017"
"48676","48675","48675","48675","3.1045","3.1045","3.1045"
"48679","48678","48678","48678","3.0957","3.0957","3.0957"
"48694","48693","48693","48693","3.0806","3.0806","3.0806"
"48700","48699","48699","48699","3.0598","3.0598","3.0598"
"48712","48711","48711","48711","3.0747","3.0747","3.0747"
"48730","48729","48729","48729","3.1108","3.1108","3.1108"
"48731","48730","48730","48730","3.0959","3.0959","3.0959"
"48733","48732","48732","48732","3.0802","3.0802","3.0802"
"48739","48738","48738","48738","3.0882","3.0882","3.0882"
"48747","48746","48746","48746","3.1109","3.1109","3.1109"
"48755","48754","48754","48754","3.0637","3.0637","3.0637"
"48756","48755","48755","48755","3.1311","3.1311","3.1311"
"48781","48780","48780","48780","3.0738","3.0738","3.0738"
"48790","48789","48789","48789","3.0957","3.0957","3.0957"
"48799","48798","48798","48798","3.076","3.076","3.076"
"48801","48800","48800","48800","3.0977","3.0977","3.0977"
"48802","48801","48801","48801","3.0883","3.0883","3.0883"
"48819","48818","48818","48818","3.1128","3.1128","3.1128"
"48824","48823","48823","48823","3.1132","3.1132","3.1132"
"48855","48854","48854","48854","3.0866","3.0866","3.0866"
"48862","48861","48861","48861","3.0785","3.0785","3.0785"
"48882","48881","48881","48881","3.0918","3.0918","3.0918"
"48895","48894","48894","48894","3.0756","3.0756","3.0756"
"48897","48896","48896","48896","3.0972","3.0972","3.0972"
"48901","48900","48900","48900","3.0688","3.0688","3.0688"
"48906","48905","48905","48905","3.0855","3.0855","3.0855"
"48911","48910","48910","48910","3.1005","3.1005","3.1005"
"48914","48913","48913","48913","3.0957","3.0957","3.0957"
"48920","48919","48919","48919","3.0837","3.0837","3.0837"
"48924","48923","48923","48923","3.0526","3.0526","3.0526"
"48927","48926","48926","48926","3.0482","3.0482","3.0482"
"48932","48931","48931","48931","3.0874","3.0874","3.0874"
"48941","48940","48940","48940","3.0764","3.0764","3.0764"
"48955","48954","48954","48954","3.0896","3.0896","3.0896"
"48983","48982","48982","48982","3.1024","3.1024","3.1024"
"49015","49014","49014","49014","3.0894","3.0894","3.0894"
"49021","49020","49020","49020","3.1114","3.1114","3.1114"
"49033","49032","49032","49032","3.0934","3.0934","3.0934"
"49040","49039","49039","49039","3.092","3.092","3.092"
"49044","49043","49043","49043","3.0909","3.0909","3.0909"
"49047","49046","49046","49046","3.1043","3.1043","3.1043"
"49062","49061","49061","49061","3.1033","3.1033","3.1033"
"49068","49067","49067","49067","3.1101","3.1101","3.1101"
"49070","49069","49069","49069","3.0975","3.0975","3.0975"
"49073","49072","49072","49072","3.0666","3.0666","3.0666"
"49079","49078","49078","49078","3.0831","3.0831","3.0831"
"49080","49079","49079","49079","3.0994","3.0994","3.0994"
"49082","49081","49081","49081","3.0722","3.0722","3.0722"
"49084","49083","49083","49083","3.0934","3.0934","3.0934"
"49088","49087","49087","49087","3.0816","3.0816","3.0816"
"49092","49091","49091","49091","3.0833","3.0833","3.0833"
"49096","49095","49095","49095","3.0555","3.0555","3.0555"
"49099","49098","49098","49098","3.1001","3.1001","3.1001"
"49103","49102","49102","49102","3.1116","3.1116","3.1116"
"49110","49109","49109","49109","3.0673","3.0673","3.0673"
"49126","49125","49125","49125","3.1264","3.1264","3.1264"
"49131","49130","49130","49130","3.1141","3.1141","3.1141"
"49150","49149","49149","49149","3.0867","3.0867","3.0867"
"49174","49173","49173","49173","3.0986","3.0986","3.0986"
"49179","49178","49178","49178","3.1087","3.1087","3.1087"
"49189","49188","49188","49188","3.1765","3.1765","3.1765"
"49190","49189","49189","49189","3.6761","3.6761","3.6761"
"49201","49200","49200","49200","7.7028","7.7028","7.7028"
"49207","49206","49206","49206","7.6459","7.6459","7.6459"
"49217","49216","49216","49216","6.2786","6.2786","6.2786"
"49229","49228","49228","49228","5.8233","5.8233","5.8233"
"49230","49229","49229","49229","5.6388","5.6388","5.6388"
"49236","49235","49235","49235","5.1101","5.1101","5.1101"
"49255","49254","49254","49254","4.3592","4.3592","4.3592"
"49260","49259","49259","49259","4.2294","4.2294","4.2294"
"49304","49303","49303","49303","3.8336","3.8336","3.8336"
"49312","49311","49311","49311","3.6785","3.6785","3.6785"
"49314","49313","49313","49313","3.7007","3.7007","3.7007"
"49323","49322","49322","49322","3.5827","3.5827","3.5827"
"49332","49331","49331","49331","3.5172","3.5172","3.5172"
"49337","49336","49336","49336","3.4871","3.4871","3.4871"
"49345","49344","49344","49344","3.4922","3.4922","3.4922"
"49364","49363","49363","49363","3.386","3.386","3.386"
"49369","49368","49368","49368","3.5244","3.5244","3.5244"
"49378","49377","49377","49377","3.463","3.463","3.463"
"49381","49380","49380","49380","3.4651","3.4651","3.4651"
"49406","49405","49405","49405","3.3206","3.3206","3.3206"
"49423","49422","49422","49422","3.2725","3.2725","3.2725"
"49426","49425","49425","49425","3.2869","3.2869","3.2869"
"49427","49426","49426","49426","3.2966","3.2966","3.2966"
"49431","49430","49430","49430","3.2609","3.2609","3.2609"
"49433","49432","49432","49432","3.3057","3.3057","3.3057"
"49434","49433","49433","49433","3.2913","3.2913","3.2913"
"49445","49444","49444","49444","3.2781","3.2781","3.2781"
"49446","49445","49445","49445","3.2742","3.2742","3.2742"
"49449","49448","49448","49448","3.2631","3.2631","3.2631"
"49450","49449","49449","49449","3.3031","3.3031","3.3031"
"49480","49479","49479","49479","3.2341","3.2341","3.2341"
"49493","49492","49492","49492","3.2459","3.2459","3.2459"
"49497","49496","49496","49496","3.2156","3.2156","3.2156"
"49502","49501","49501","49501","3.2473","3.2473","3.2473"
"49510","49509","49509","49509","3.2172","3.2172","3.2172"
"49522","49521","49521","49521","3.2454","3.2454","3.2454"
"49527","49526","49526","49526","3.2284","3.2284","3.2284"
"49538","49537","49537","49537","3.2061","3.2061","3.2061"
"49539","49538","49538","49538","3.2102","3.2102","3.2102"
"49559","49558","49558","49558","3.1991","3.1991","3.1991"
"49564","49563","49563","49563","3.1804","3.1804","3.1804"
"49577","49576","49576","49576","3.158","3.158","3.158"
"49607","49606","49606","49606","3.1755","3.1755","3.1755"
"49628","49627","49627","49627","3.1512","3.1512","3.1512"
"49631","49630","49630","49630","3.1518","3.1518","3.1518"
"49635","49634","49634","49634","3.1534","3.1534","3.1534"
"49638","49637","49637","49637","3.1329","3.1329","3.1329"
"49640","49639","49639","49639","3.1915","3.1915","3.1915"
"49656","49655","49655","49655","3.1351","3.1351","3.1351"
"49666","49665","49665","49665","3.1777","3.1777","3.1777"
"49668","49667","49667","49667","3.2052","3.2052","3.2052"
"49669","49668","49668","49668","3.166","3.166","3.166"
"49670","49669","49669","49669","3.1556","3.1556","3.1556"
"49678","49677","49677","49677","3.1723","3.1723","3.1723"
"49691","49690","49690","49690","3.1676","3.1676","3.1676"
"49698","49697","49697","49697","3.1389","3.1389","3.1389"
"49707","49706","49706","49706","3.1402","3.1402","3.1402"
"49716","49715","49715","49715","3.1227","3.1227","3.1227"
"49721","49720","49720","49720","3.128","3.128","3.128"
"49725","49724","49724","49724","3.1349","3.1349","3.1349"
"49726","49725","49725","49725","3.1216","3.1216","3.1216"
"49753","49752","49752","49752","3.1554","3.1554","3.1554"
"49755","49754","49754","49754","3.1566","3.1566","3.1566"
"49762","49761","49761","49761","3.1584","3.1584","3.1584"
"49767","49766","49766","49766","3.1333","3.1333","3.1333"
"49769","49768","49768","49768","3.1378","3.1378","3.1378"
"49775","49774","49774","49774","3.1414","3.1414","3.1414"
"49782","49781","49781","49781","3.1293","3.1293","3.1293"
"49788","49787","49787","49787","3.1612","3.1612","3.1612"
"49801","49800","49800","49800","3.1378","3.1378","3.1378"
"49806","49805","49805","49805","3.1273","3.1273","3.1273"
"49808","49807","49807","49807","3.1315","3.1315","3.1315"
"49840","49839","49839","49839","3.1522","3.1522","3.1522"
"49844","49843","49843","49843","3.1486","3.1486","3.1486"
"49855","49854","49854","49854","3.15","3.15","3.15"
"49889","49888","49888","49888","3.1008","3.1008","3.1008"
"49890","49889","49889","49889","3.1364","3.1364","3.1364"
"49898","49897","49897","49897","3.1289","3.1289","3.1289"
"49905","49904","49904","49904","3.1058","3.1058","3.1058"
"49915","49914","49914","49914","3.115","3.115","3.115"
"49923","49922","49922","49922","3.1326","3.1326","3.1326"
"49928","49927","49927","49927","3.1338","3.1338","3.1338"
"49979","49978","49978","49978","3.1322","3.1322","3.1322"
"49982","49981","49981","49981","3.129","3.129","3.129"
"49983","49982","49982","49982","3.1205","3.1205","3.1205"
"50022","50021","50021","50021","3.1062","3.1062","3.1062"
"50029","50028","50028","50028","3.1103","3.1103","3.1103"
"50053","50052","50052","50052","3.0852","3.0852","3.0852"
"50055","50054","50054","50054","3.1201","3.1201","3.1201"
"50060","50059","50059","50059","3.1339","3.1339","3.1339"
"50062","50061","50061","50061","3.1252","3.1252","3.1252"
"50072","50071","50071","50071","3.1405","3.1405","3.1405"
"50089","50088","50088","50088","3.102","3.102","3.102"
"50122","50121","50121","50121","3.1279","3.1279","3.1279"
"50144","50143","50143","50143","3.1109","3.1109","3.1109"
"50163","50162","50162","50162","3.1086","3.1086","3.1086"
"50166","50165","50165","50165","3.1091","3.1091","3.1091"
"50180","50179","50179","50179","3.1212","3.1212","3.1212"
"50185","50184","50184","50184","3.1108","3.1108","3.1108"
"50190","50189","50189","50189","3.1299","3.1299","3.1299"
"50201","50200","50200","50200","3.1106","3.1106","3.1106"
"50211","50210","50210","50210","3.0959","3.0959","3.0959"
"50217","50216","50216","50216","3.0987","3.0987","3.0987"
"50220","50219","50219","50219","3.1152","3.1152","3.1152"
"50224","50223","50223","50223","3.1082","3.1082","3.1082"
"50246","50245","50245","50245","3.1372","3.1372","3.1372"
"50262","50261","50261","50261","3.0934","3.0934","3.0934"
"50267","50266","50266","50266","3.0823","3.0823","3.0823"
"50289","50288","50288","50288","3.1321","3.1321","3.1321"
"50301","50300","50300","50300","3.1131","3.1131","3.1131"
"50310","50309","50309","50309","3.128","3.128","3.128"
"50313","50312","50312","50312","3.1121","3.1121","3.1121"
"50314","50313","50313","50313","3.1238","3.1238","3.1238"
"50318","50317","50317","50317","3.0875","3.0875","3.0875"
"50329","50328","50328","50328","3.0736","3.0736","3.0736"
"50349","50348","50348","50348","3.0941","3.0941","3.0941"
"50355","50354","50354","50354","3.1071","3.1071","3.1071"
"50360","50359","50359","50359","3.1329","3.1329","3.1329"
"50369","50368","50368","50368","3.0831","3.0831","3.0831"
"50394","50393","50393","50393","3.0864","3.0864","3.0864"
"50419","50418","50418","50418","3.0966","3.0966","3.0966"
"50429","50428","50428","50428","3.1118","3.1118","3.1118"
"50441","50440","50440","50440","3.1011","3.1011","3.1011"
"50447","50446","50446","50446","3.094","3.094","3.094"
"50466","50465","50465","50465","3.1154","3.1154","3.1154"
"50467","50466","50466","50466","3.1002","3.1002","3.1002"
"50478","50477","50477","50477","3.0834","3.0834","3.0834"
"50482","50481","50481","50481","3.0885","3.0885","3.0885"
"50503","50502","50502","50502","3.1125","3.1125","3.1125"
"50507","50506","50506","50506","3.0945","3.0945","3.0945"
"50509","50508","50508","50508","3.0981","3.0981","3.0981"
"50517","50516","50516","50516","3.0874","3.0874","3.0874"
"50535","50534","50534","50534","3.0677","3.0677","3.0677"
"50539","50538","50538","50538","3.0953","3.0953","3.0953"
"50549","50548","50548","50548","3.1049","3.1049","3.1049"
"50553","50552","50552","50552","3.0922","3.0922","3.0922"
"50556","50555","50555","50555","3.0967","3.0967","3.0967"
"50557","50556","50556","50556","3.0884","3.0884","3.0884"
"50563","50562","50562","50562","3.1","3.1","3.1"
"50573","50572","50572","50572","3.1053","3.1053","3.1053"
"50594","50593","50593","50593","3.097","3.097","3.097"
"50614","50613","50613","50613","3.084","3.084","3.084"
"50621","50620","50620","50620","3.0801","3.0801","3.0801"
"50625","50624","50624","50624","3.093","3.093","3.093"
"50642","50641","50641","50641","3.1031","3.1031","3.1031"
"50654","50653","50653","50653","3.115","3.115","3.115"
"50674","50673","50673","50673","3.0998","3.0998","3.0998"
"50704","50703","50703","50703","3.1191","3.1191","3.1191"
"50708","50707","50707","50707","3.1121","3.1121","3.1121"
