"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - train/loss","MIN","MAX"
"50719","50718","50718","50718","3.0983","3.0983","3.0983"
"50728","50727","50727","50727","3.1002","3.1002","3.1002"
"50738","50737","50737","50737","3.1065","3.1065","3.1065"
"50767","50766","50766","50766","3.0861","3.0861","3.0861"
"50770","50769","50769","50769","3.1119","3.1119","3.1119"
"50779","50778","50778","50778","3.1095","3.1095","3.1095"
"50782","50781","50781","50781","3.0968","3.0968","3.0968"
"50784","50783","50783","50783","3.0619","3.0619","3.0619"
"50797","50796","50796","50796","3.0927","3.0927","3.0927"
"50810","50809","50809","50809","3.0736","3.0736","3.0736"
"50812","50811","50811","50811","3.0702","3.0702","3.0702"
"50816","50815","50815","50815","3.0945","3.0945","3.0945"
"50839","50838","50838","50838","3.0761","3.0761","3.0761"
"50858","50857","50857","50857","3.1021","3.1021","3.1021"
"50876","50875","50875","50875","3.0861","3.0861","3.0861"
"50877","50876","50876","50876","3.0971","3.0971","3.0971"
"50882","50881","50881","50881","3.0649","3.0649","3.0649"
"50896","50895","50895","50895","3.1264","3.1264","3.1264"
"50901","50900","50900","50900","3.0806","3.0806","3.0806"
"50915","50914","50914","50914","3.1169","3.1169","3.1169"
"50919","50918","50918","50918","3.1017","3.1017","3.1017"
"50929","50928","50928","50928","3.0969","3.0969","3.0969"
"50939","50938","50938","50938","3.0813","3.0813","3.0813"
"50948","50947","50947","50947","3.1105","3.1105","3.1105"
"50955","50954","50954","50954","3.0825","3.0825","3.0825"
"50965","50964","50964","50964","3.1078","3.1078","3.1078"
"50968","50967","50967","50967","3.0631","3.0631","3.0631"
"50970","50969","50969","50969","3.0901","3.0901","3.0901"
"50975","50974","50974","50974","3.0849","3.0849","3.0849"
"50989","50988","50988","50988","3.0831","3.0831","3.0831"
"51001","51000","51000","51000","3.1343","3.1343","3.1343"
"51006","51005","51005","51005","3.0776","3.0776","3.0776"
"51009","51008","51008","51008","3.0762","3.0762","3.0762"
"51011","51010","51010","51010","3.075","3.075","3.075"
"51022","51021","51021","51021","3.0854","3.0854","3.0854"
"51026","51025","51025","51025","3.1111","3.1111","3.1111"
"51032","51031","51031","51031","3.1141","3.1141","3.1141"
"51034","51033","51033","51033","3.0742","3.0742","3.0742"
"51039","51038","51038","51038","3.0951","3.0951","3.0951"
"51059","51058","51058","51058","3.0745","3.0745","3.0745"
"51060","51059","51059","51059","3.0839","3.0839","3.0839"
"51075","51074","51074","51074","3.076","3.076","3.076"
"51088","51087","51087","51087","3.1023","3.1023","3.1023"
"51098","51097","51097","51097","3.1113","3.1113","3.1113"
"51114","51113","51113","51113","3.0852","3.0852","3.0852"
"51119","51118","51118","51118","3.1071","3.1071","3.1071"
"51124","51123","51123","51123","3.116","3.116","3.116"
"51144","51143","51143","51143","3.1028","3.1028","3.1028"
"51173","51172","51172","51172","3.0793","3.0793","3.0793"
"51179","51178","51178","51178","3.0868","3.0868","3.0868"
"51180","51179","51179","51179","3.1071","3.1071","3.1071"
"51183","51182","51182","51182","3.0807","3.0807","3.0807"
"51192","51191","51191","51191","3.1073","3.1073","3.1073"
"51200","51199","51199","51199","3.0949","3.0949","3.0949"
"51201","51200","51200","51200","3.0939","3.0939","3.0939"
"51207","51206","51206","51206","3.0989","3.0989","3.0989"
"51212","51211","51211","51211","3.0826","3.0826","3.0826"
"51213","51212","51212","51212","3.1024","3.1024","3.1024"
"51226","51225","51225","51225","3.0853","3.0853","3.0853"
"51236","51235","51235","51235","3.0658","3.0658","3.0658"
"51259","51258","51258","51258","3.0815","3.0815","3.0815"
"51274","51273","51273","51273","3.0913","3.0913","3.0913"
"51281","51280","51280","51280","3.0808","3.0808","3.0808"
"51284","51283","51283","51283","3.0638","3.0638","3.0638"
"51287","51286","51286","51286","3.1057","3.1057","3.1057"
"51309","51308","51308","51308","3.1083","3.1083","3.1083"
"51328","51327","51327","51327","3.0719","3.0719","3.0719"
"51347","51346","51346","51346","3.0946","3.0946","3.0946"
"51349","51348","51348","51348","3.1002","3.1002","3.1002"
"51352","51351","51351","51351","3.0707","3.0707","3.0707"
"51356","51355","51355","51355","3.0714","3.0714","3.0714"
"51361","51360","51360","51360","3.0959","3.0959","3.0959"
"51366","51365","51365","51365","3.1233","3.1233","3.1233"
"51385","51384","51384","51384","3.09","3.09","3.09"
"51403","51402","51402","51402","3.095","3.095","3.095"
"51428","51427","51427","51427","3.0804","3.0804","3.0804"
"51439","51438","51438","51438","3.0783","3.0783","3.0783"
"51464","51463","51463","51463","3.0924","3.0924","3.0924"
"51494","51493","51493","51493","3.0946","3.0946","3.0946"
"51495","51494","51494","51494","3.054","3.054","3.054"
"51500","51499","51499","51499","3.083","3.083","3.083"
"51503","51502","51502","51502","3.108","3.108","3.108"
"51516","51515","51515","51515","3.0974","3.0974","3.0974"
"51596","51595","51595","51595","3.0762","3.0762","3.0762"
"51608","51607","51607","51607","3.1036","3.1036","3.1036"
"51618","51617","51617","51617","3.0685","3.0685","3.0685"
"51624","51623","51623","51623","3.0829","3.0829","3.0829"
"51628","51627","51627","51627","3.0804","3.0804","3.0804"
"51677","51676","51676","51676","3.0731","3.0731","3.0731"
"51685","51684","51684","51684","3.088","3.088","3.088"
"51690","51689","51689","51689","3.073","3.073","3.073"
"51700","51699","51699","51699","3.09","3.09","3.09"
"51705","51704","51704","51704","3.0984","3.0984","3.0984"
"51715","51714","51714","51714","3.0625","3.0625","3.0625"
"51719","51718","51718","51718","3.085","3.085","3.085"
"51725","51724","51724","51724","3.1061","3.1061","3.1061"
"51738","51737","51737","51737","3.103","3.103","3.103"
"51763","51762","51762","51762","3.0863","3.0863","3.0863"
"51769","51768","51768","51768","3.0673","3.0673","3.0673"
"51776","51775","51775","51775","3.0902","3.0902","3.0902"
"51797","51796","51796","51796","3.063","3.063","3.063"
"51817","51816","51816","51816","3.0841","3.0841","3.0841"
"51839","51838","51838","51838","3.0699","3.0699","3.0699"
"51876","51875","51875","51875","3.0825","3.0825","3.0825"
"51877","51876","51876","51876","3.0793","3.0793","3.0793"
"51883","51882","51882","51882","3.0924","3.0924","3.0924"
"51916","51915","51915","51915","3.0884","3.0884","3.0884"
"51936","51935","51935","51935","3.0844","3.0844","3.0844"
"51993","51992","51992","51992","3.0949","3.0949","3.0949"
"52003","52002","52002","52002","3.0972","3.0972","3.0972"
"52004","52003","52003","52003","3.0959","3.0959","3.0959"
"52009","52008","52008","52008","3.0744","3.0744","3.0744"
"52013","52012","52012","52012","3.0971","3.0971","3.0971"
"52046","52045","52045","52045","3.1043","3.1043","3.1043"
"52060","52059","52059","52059","3.0709","3.0709","3.0709"
"52079","52078","52078","52078","3.1149","3.1149","3.1149"
"52088","52087","52087","52087","3.0777","3.0777","3.0777"
"52117","52116","52116","52116","3.0863","3.0863","3.0863"
"52124","52123","52123","52123","3.0829","3.0829","3.0829"
"52125","52124","52124","52124","3.0882","3.0882","3.0882"
"52135","52134","52134","52134","3.0823","3.0823","3.0823"
"52139","52138","52138","52138","3.0809","3.0809","3.0809"
"52141","52140","52140","52140","3.1016","3.1016","3.1016"
"52146","52145","52145","52145","3.0677","3.0677","3.0677"
"52154","52153","52153","52153","3.0718","3.0718","3.0718"
"52155","52154","52154","52154","3.1002","3.1002","3.1002"
"52165","52164","52164","52164","3.1107","3.1107","3.1107"
"52186","52185","52185","52185","3.0958","3.0958","3.0958"
"52206","52205","52205","52205","3.0782","3.0782","3.0782"
"52214","52213","52213","52213","3.0938","3.0938","3.0938"
"52264","52263","52263","52263","3.0527","3.0527","3.0527"
"52265","52264","52264","52264","3.068","3.068","3.068"
"52270","52269","52269","52269","3.0536","3.0536","3.0536"
"52288","52287","52287","52287","3.0556","3.0556","3.0556"
"52294","52293","52293","52293","3.117","3.117","3.117"
"52301","52300","52300","52300","3.0964","3.0964","3.0964"
"52302","52301","52301","52301","3.0804","3.0804","3.0804"
"52308","52307","52307","52307","3.0703","3.0703","3.0703"
"52311","52310","52310","52310","3.0743","3.0743","3.0743"
"52352","52351","52351","52351","3.0586","3.0586","3.0586"
"52354","52353","52353","52353","3.0809","3.0809","3.0809"
"52362","52361","52361","52361","3.0419","3.0419","3.0419"
"52373","52372","52372","52372","3.0838","3.0838","3.0838"
"52381","52380","52380","52380","3.1007","3.1007","3.1007"
"52399","52398","52398","52398","3.0958","3.0958","3.0958"
"52420","52419","52419","52419","3.0796","3.0796","3.0796"
"52421","52420","52420","52420","3.0942","3.0942","3.0942"
"52427","52426","52426","52426","3.0695","3.0695","3.0695"
"52442","52441","52441","52441","3.0753","3.0753","3.0753"
"52501","52500","52500","52500","3.0683","3.0683","3.0683"
"52521","52520","52520","52520","3.0615","3.0615","3.0615"
"52523","52522","52522","52522","3.0854","3.0854","3.0854"
"52528","52527","52527","52527","3.0577","3.0577","3.0577"
"52533","52532","52532","52532","3.0666","3.0666","3.0666"
"52549","52548","52548","52548","3.046","3.046","3.046"
"52566","52565","52565","52565","3.0891","3.0891","3.0891"
"52569","52568","52568","52568","3.0833","3.0833","3.0833"
"52570","52569","52569","52569","3.0982","3.0982","3.0982"
"52575","52574","52574","52574","3.0771","3.0771","3.0771"
"52579","52578","52578","52578","3.1298","3.1298","3.1298"
"52595","52594","52594","52594","3.0898","3.0898","3.0898"
"52626","52625","52625","52625","3.0847","3.0847","3.0847"
"52642","52641","52641","52641","3.1108","3.1108","3.1108"
"52647","52646","52646","52646","3.1135","3.1135","3.1135"
"52652","52651","52651","52651","3.1771","3.1771","3.1771"
"52662","52661","52661","52661","9.1246","9.1246","9.1246"
"52666","52665","52665","52665","9.0416","9.0416","9.0416"
"52677","52676","52676","52676","8.0606","8.0606","8.0606"
"52696","52695","52695","52695","7.7549","7.7549","7.7549"
"52701","52700","52700","52700","7.7518","7.7518","7.7518"
"52702","52701","52701","52701","7.7894","7.7894","7.7894"
"52709","52708","52708","52708","7.4705","7.4705","7.4705"
"52723","52722","52722","52722","7.1625","7.1625","7.1625"
"52730","52729","52729","52729","7.0854","7.0854","7.0854"
"52735","52734","52734","52734","6.9083","6.9083","6.9083"
"52736","52735","52735","52735","6.8684","6.8684","6.8684"
"52750","52749","52749","52749","6.471","6.471","6.471"
"52755","52754","52754","52754","6.3174","6.3174","6.3174"
"52757","52756","52756","52756","8.3506","8.3506","8.3506"
"52762","52761","52761","52761","6.5735","6.5735","6.5735"
"52770","52769","52769","52769","6.3064","6.3064","6.3064"
"52777","52776","52776","52776","6.0622","6.0622","6.0622"
"52816","52815","52815","52815","5.7977","5.7977","5.7977"
"52843","52842","52842","52842","4.6545","4.6545","4.6545"
"52851","52850","52850","52850","4.4993","4.4993","4.4993"
"52861","52860","52860","52860","4.3924","4.3924","4.3924"
"52863","52862","52862","52862","4.31","4.31","4.31"
"52890","52889","52889","52889","3.9192","3.9192","3.9192"
"52892","52891","52891","52891","3.8604","3.8604","3.8604"
"52893","52892","52892","52892","3.8494","3.8494","3.8494"
"52912","52911","52911","52911","3.7225","3.7225","3.7225"
"52913","52912","52912","52912","3.7258","3.7258","3.7258"
"52938","52937","52937","52937","3.545","3.545","3.545"
"52944","52943","52943","52943","3.5546","3.5546","3.5546"
"52946","52945","52945","52945","3.5336","3.5336","3.5336"
"52948","52947","52947","52947","3.5418","3.5418","3.5418"
"52959","52958","52958","52958","3.5197","3.5197","3.5197"
"52963","52962","52962","52962","3.518","3.518","3.518"
"52965","52964","52964","52964","3.5604","3.5604","3.5604"
"52969","52968","52968","52968","3.5021","3.5021","3.5021"
"52977","52976","52976","52976","3.4442","3.4442","3.4442"
"52994","52993","52993","52993","3.3734","3.3734","3.3734"
"53008","53007","53007","53007","3.3112","3.3112","3.3112"
"53021","53020","53020","53020","3.3229","3.3229","3.3229"
"53047","53046","53046","53046","3.2717","3.2717","3.2717"
"53097","53096","53096","53096","3.2267","3.2267","3.2267"
"53103","53102","53102","53102","3.2015","3.2015","3.2015"
"53110","53109","53109","53109","3.2076","3.2076","3.2076"
"53121","53120","53120","53120","3.2099","3.2099","3.2099"
"53125","53124","53124","53124","3.1942","3.1942","3.1942"
"53127","53126","53126","53126","3.1849","3.1849","3.1849"
"53134","53133","53133","53133","3.2225","3.2225","3.2225"
"53138","53137","53137","53137","3.1791","3.1791","3.1791"
"53144","53143","53143","53143","3.1802","3.1802","3.1802"
"53149","53148","53148","53148","3.1981","3.1981","3.1981"
"53155","53154","53154","53154","3.1796","3.1796","3.1796"
"53173","53172","53172","53172","3.1816","3.1816","3.1816"
"53175","53174","53174","53174","3.1617","3.1617","3.1617"
"53181","53180","53180","53180","3.133","3.133","3.133"
"53184","53183","53183","53183","3.1728","3.1728","3.1728"
"53191","53190","53190","53190","3.1396","3.1396","3.1396"
"53201","53200","53200","53200","3.1732","3.1732","3.1732"
"53209","53208","53208","53208","3.1781","3.1781","3.1781"
"53215","53214","53214","53214","3.1655","3.1655","3.1655"
"53227","53226","53226","53226","3.1551","3.1551","3.1551"
"53229","53228","53228","53228","3.1708","3.1708","3.1708"
"53235","53234","53234","53234","3.1547","3.1547","3.1547"
"53248","53247","53247","53247","3.1389","3.1389","3.1389"
"53260","53259","53259","53259","3.1411","3.1411","3.1411"
"53280","53279","53279","53279","3.1509","3.1509","3.1509"
"53285","53284","53284","53284","3.1388","3.1388","3.1388"
"53298","53297","53297","53297","3.1343","3.1343","3.1343"
"53307","53306","53306","53306","3.1392","3.1392","3.1392"
"53323","53322","53322","53322","3.13","3.13","3.13"
"53328","53327","53327","53327","3.1315","3.1315","3.1315"
"53337","53336","53336","53336","3.1416","3.1416","3.1416"
"53359","53358","53358","53358","3.1162","3.1162","3.1162"
"53364","53363","53363","53363","3.1191","3.1191","3.1191"
"53378","53377","53377","53377","3.1248","3.1248","3.1248"
"53379","53378","53378","53378","3.1523","3.1523","3.1523"
"53382","53381","53381","53381","3.1086","3.1086","3.1086"
"53384","53383","53383","53383","3.147","3.147","3.147"
"53392","53391","53391","53391","3.1302","3.1302","3.1302"
"53393","53392","53392","53392","3.1173","3.1173","3.1173"
"53407","53406","53406","53406","3.1164","3.1164","3.1164"
"53415","53414","53414","53414","3.1151","3.1151","3.1151"
"53431","53430","53430","53430","3.1377","3.1377","3.1377"
"53448","53447","53447","53447","3.1066","3.1066","3.1066"
"53460","53459","53459","53459","3.1183","3.1183","3.1183"
"53476","53475","53475","53475","3.1534","3.1534","3.1534"
"53480","53479","53479","53479","3.1304","3.1304","3.1304"
"53506","53505","53505","53505","3.1049","3.1049","3.1049"
"53507","53506","53506","53506","3.1129","3.1129","3.1129"
"53537","53536","53536","53536","3.1316","3.1316","3.1316"
"53539","53538","53538","53538","3.0755","3.0755","3.0755"
"53540","53539","53539","53539","3.1037","3.1037","3.1037"
"53542","53541","53541","53541","3.1207","3.1207","3.1207"
"53543","53542","53542","53542","3.1258","3.1258","3.1258"
"53562","53561","53561","53561","3.0909","3.0909","3.0909"
"53602","53601","53601","53601","3.1116","3.1116","3.1116"
"53619","53618","53618","53618","3.115","3.115","3.115"
"53630","53629","53629","53629","3.0767","3.0767","3.0767"
"53635","53634","53634","53634","3.0603","3.0603","3.0603"
"53644","53643","53643","53643","3.1112","3.1112","3.1112"
"53655","53654","53654","53654","3.1377","3.1377","3.1377"
"53661","53660","53660","53660","3.111","3.111","3.111"
"53669","53668","53668","53668","3.0708","3.0708","3.0708"
"53673","53672","53672","53672","3.1275","3.1275","3.1275"
"53687","53686","53686","53686","3.0727","3.0727","3.0727"
"53693","53692","53692","53692","3.0903","3.0903","3.0903"
"53697","53696","53696","53696","3.0808","3.0808","3.0808"
"53701","53700","53700","53700","3.1134","3.1134","3.1134"
"53729","53728","53728","53728","3.1201","3.1201","3.1201"
"53731","53730","53730","53730","3.1128","3.1128","3.1128"
"53741","53740","53740","53740","3.0901","3.0901","3.0901"
"53761","53760","53760","53760","3.0816","3.0816","3.0816"
"53805","53804","53804","53804","3.0921","3.0921","3.0921"
"53816","53815","53815","53815","3.1049","3.1049","3.1049"
"53817","53816","53816","53816","3.0981","3.0981","3.0981"
"53826","53825","53825","53825","3.13","3.13","3.13"
"53843","53842","53842","53842","3.1384","3.1384","3.1384"
"53852","53851","53851","53851","3.1007","3.1007","3.1007"
"53854","53853","53853","53853","3.0946","3.0946","3.0946"
"53863","53862","53862","53862","3.0812","3.0812","3.0812"
"53875","53874","53874","53874","3.0696","3.0696","3.0696"
"53883","53882","53882","53882","3.0825","3.0825","3.0825"
